tour,place,prize,team
i-League Season 3,2,"$85,344",Vici Gaming
i-League Season 3,3,"$55,474",Team Malaysia
i-League Season 3,4,"$29,870",Newbee
i-League Season 3,5,"$14,935",Alliance
i-League Season 3,5,"$14,935",Invictus Gaming
i-League Season 3,7,"$6,401",Vici Gaming Potential
i-League Season 3,7,"$6,401",Energy Pacemaker
The Summit 3,1,"$115,466",Team Secret
The Summit 3,2,"$61,129",Evil Geniuses
The Summit 3,3,"$35,319",Vici Gaming
The Summit 3,4,"$27,169",LGD Gaming
The Summit 3,5,"$9,509",Cloud9
The Summit 3,5,"$9,509",Invictus Gaming
The Summit 3,7,"$6,792",Rave
The Summit 3,7,"$6,792",Not Today
Dota 2 Champions League Season 5,1,"$39,752",Team Empire
Dota 2 Champions League Season 5,2,"$19,876",Vici Gaming
Dota 2 Champions League Season 5,3,"$11,926",Burden United
Dota 2 Champions League Season 5,4,"$7,950",Ninjas in Pyjamas
StarLadder StarSeries Season 12,1,"$67,500",Vici Gaming
StarLadder StarSeries Season 12,2,"$30,000",Invictus Gaming
StarLadder StarSeries Season 12,3,"$21,000",Cloud9
StarLadder StarSeries Season 12,4,"$12,000",Team Tinker
StarLadder StarSeries Season 12,5,"$6,000",Team Malaysia
StarLadder StarSeries Season 12,5,"$6,000",Alliance
StarLadder StarSeries Season 12,7,"$3,750",Team Secret
StarLadder StarSeries Season 12,7,"$3,750",London Conspiracy
joinDOTA MLG Pro League Season 1,1,"$34,584",Team Empire
joinDOTA MLG Pro League Season 1,2,"$21,615",Evil Geniuses
joinDOTA MLG Pro League Season 1,3,"$12,969",Ninjas in Pyjamas
joinDOTA MLG Pro League Season 1,4,"$8,646",MVP Phoenix
joinDOTA MLG Pro League Season 1,5,"$4,323",Balkan Bears
joinDOTA MLG Pro League Season 1,5,"$4,323",Not Today
Dota 2 Asia Championships 2015,1,"$1,284,158",Evil Geniuses
Dota 2 Asia Championships 2015,2,"$366,902",Vici Gaming
Dota 2 Asia Championships 2015,3,"$275,177",Team Secret
Dota 2 Asia Championships 2015,4,"$214,026",Big God
Dota 2 Asia Championships 2015,5,"$152,876",Cloud9
Dota 2 Asia Championships 2015,5,"$152,876",Rave
Dota 2 Asia Championships 2015,7,"$122,301",HyperGloryTeam
Dota 2 Asia Championships 2015,7,"$122,301",Invictus Gaming
Dota 2 Asia Championships 2015,9,"$45,863",EHOME
Dota 2 Asia Championships 2015,9,"$45,863",Natus Vincere
Dota 2 Asia Championships 2015,9,"$45,863",HellRaisers
Dota 2 Asia Championships 2015,9,"$45,863",LGD Gaming
Dota 2 Asia Championships 2015,13,"$30,575",TongFu.WanZhou
Dota 2 Asia Championships 2015,13,"$30,575",CDEC Gaming
Dota 2 Asia Championships 2015,13,"$30,575",Newbee
Dota 2 Asia Championships 2015,13,"$30,575",MVP Phoenix
Dota 2 Asia Championships 2015,17,"$15,288",Wings Gaming
Dota 2 Asia Championships 2015,17,"$15,288",Energy Pacemaker
Dota 2 Asia Championships 2015,17,"$15,288",Speed Gaming.cn
Dota 2 Asia Championships 2015,17,"$15,288",Power Rangers
StarLadder StarSeries Season 11,1,"$38,934",Team Empire
StarLadder StarSeries Season 11,2,"$17,304",Virtus.pro Polar
StarLadder StarSeries Season 11,3,"$12,113",Ninjas in Pyjamas
StarLadder StarSeries Season 11,4,"$6,922",MVP Phoenix
StarLadder StarSeries Season 11,5,"$3,461",Team FIRE
StarLadder StarSeries Season 11,5,"$3,461",Natus Vincere
StarLadder StarSeries Season 11,7,"$2,163",HellRaisers
StarLadder StarSeries Season 11,7,"$2,163",Power Rangers
i-League Season 2,1,"$64,630",LGD Gaming
i-League Season 2,2,"$25,852",HyperGloryTeam
i-League Season 2,3,"$16,804",Vici Gaming
i-League Season 2,4,"$8,402",MVP Phoenix
i-League Season 2,5,"$4,201",Big God
i-League Season 2,5,"$4,201",Invictus Gaming
i-League Season 2,7,"$1,939",Ninjas in Pyjamas
i-League Season 2,7,"$1,939",Speed Gaming.cn
Dota 2 League Season 5,1,"$26,679",LV Gaming
Dota 2 League Season 5,2,"$16,260",Virtus.pro Polar
Dota 2 League Season 5,3,"$8,550",Evil Geniuses
Dota 2 League Season 5,4,"$3,550",CDEC Gaming
Dota Pit League Season 2,1,"$36,269",Team Secret
Dota Pit League Season 2,2,"$16,120",Virtus.pro Polar
Dota Pit League Season 2,3,"$8,866",Evil Geniuses
Dota Pit League Season 2,3,"$8,866",Virtus.pro
Dota Pit League Season 2,5,"$3,224",Cloud9
Dota Pit League Season 2,5,"$3,224",Team Tinker
Dota Pit League Season 2,7,"$2,015",compLexity Gaming
Dota Pit League Season 2,7,"$2,015",Denial eSports
Dota Pit League Season 2,7,"$2,015",Alliance
Dota Pit League Season 2,7,"$2,015",4 Anchors + SC
Dota Pit League Season 2,7,"$2,015",Moscow Five
Dota Pit League Season 2,7,"$2,015",Power Rangers
Dota Pit League Season 2,7,"$2,015",mYinsanity
Dota Pit League Season 2,7,"$2,015",Team Empire
Dota Pit League Season 2,7,"$2,015",HellRaisers
Dota Pit League Season 2,7,"$2,015",Sneaky Nyx Assassins
Dota Pit League Season 2,1,"$36,269",Team Secret
Dota Pit League Season 2,2,"$16,120",Virtus.pro Polar
Dota Pit League Season 2,3,"$8,866",Evil Geniuses
Dota Pit League Season 2,3,"$8,866",Virtus.pro
Dota Pit League Season 2,5,"$3,224",Cloud9
Dota Pit League Season 2,5,"$3,224",Team Tinker
Dota Pit League Season 2,7,"$2,015",compLexity Gaming
Dota Pit League Season 2,7,"$2,015",Denial eSports
Dota Pit League Season 2,7,"$2,015",Alliance
Dota Pit League Season 2,7,"$2,015",4 Anchors + SC
Dota Pit League Season 2,7,"$2,015",Moscow Five
Dota Pit League Season 2,7,"$2,015",Power Rangers
Dota Pit League Season 2,7,"$2,015",mYinsanity
Dota Pit League Season 2,7,"$2,015",Team Empire
Dota Pit League Season 2,7,"$2,015",HellRaisers
Dota Pit League Season 2,7,"$2,015",Sneaky Nyx Assassins
XMG Captains Draft 2.0,1,"$96,860",Team Secret
XMG Captains Draft 2.0,2,"$63,651",Virtus.pro
XMG Captains Draft 2.0,3,"$41,511",Team Tinker
XMG Captains Draft 2.0,4,"$27,674",Natus Vincere
XMG Captains Draft 2.0,5,"$17,988",Evil Geniuses
XMG Captains Draft 2.0,6,"$12,453",4 Anchors + SC
XMG Captains Draft 2.0,7,"$8,302",Power Rangers
XMG Captains Draft 2.0,8,"$5,535",Alliance
The Summit 2,1,"$139,910",Vici Gaming
The Summit 2,2,"$77,728",Cloud9
The Summit 2,3,"$46,637",Team Secret
The Summit 2,4,"$27,982",Evil Geniuses
The Summit 2,5,"$9,327",Not Today
The Summit 2,5,"$9,327",Team Tinker
ASUS ROG DreamLeague Season 2,1,"$44,668",Evil Geniuses
ASUS ROG DreamLeague Season 2,2,"$27,334",Cloud9
ASUS ROG DreamLeague Season 2,3,"$14,834",Virtus.pro
ASUS ROG DreamLeague Season 2,4,"$9,056",Virtus.pro Polar
ASUS ROG DreamLeague Season 2,5,"$5,778",Team Tinker
ASUS ROG DreamLeague Season 2,6,"$5,778",4 Anchors + SC
ASUS ROG DreamLeague Season 2,7,"$3,778",MVP Phoenix
ASUS ROG DreamLeague Season 2,8,"$2,778",Alliance
Dota 2 Champions League Season 4,1,"$38,118",Natus Vincere
Dota 2 Champions League Season 4,2,"$19,059",Team Tinker
Dota 2 Champions League Season 4,3,"$11,435",Team Empire
Dota 2 Champions League Season 4,4,"$7,624",Sneaky Nyx Assassins
National Electronic Sports Tournament 2014,1,"$32,591",LV Gaming
National Electronic Sports Tournament 2014,2,"$11,407",LGD Gaming
National Electronic Sports Tournament 2014,3,"$4,889",TongFu.WanZhou
National Electronic Sports Tournament 2014,3,"$4,889",Newbee
National Electronic Sports Tournament 2014,5,"$1,630",Wings Gaming
National Electronic Sports Tournament 2014,5,"$1,630",Newbee Young
National Electronic Sports Tournament 2014,5,"$1,630",Speed Gaming.cn
National Electronic Sports Tournament 2014,5,"$1,630",Vici Gaming
Excellent Moscow Cup Season 2,1,"$37,788",Team Empire
Excellent Moscow Cup Season 2,2,"$18,894",Natus Vincere
Excellent Moscow Cup Season 2,3,"$11,336",Virtus.pro Polar
Excellent Moscow Cup Season 2,4,"$7,558",HellRaisers
StarLadder StarSeries Season 10,1,"$105,291",Evil Geniuses
StarLadder StarSeries Season 10,2,"$46,796",Team Secret
StarLadder StarSeries Season 10,3,"$32,757",Cloud9
StarLadder StarSeries Season 10,4,"$18,718",Alliance
StarLadder StarSeries Season 10,5,"$9,359",Natus Vincere
StarLadder StarSeries Season 10,5,"$9,359",Team Tinker
StarLadder StarSeries Season 10,7,"$5,850",Execration
StarLadder StarSeries Season 10,7,"$5,850",Virtus.pro
ESL One New York 2014,1,"$56,404",Vici Gaming
ESL One New York 2014,2,"$28,202",Evil Geniuses
ESL One New York 2014,3,"$14,101",Cloud9
ESL One New York 2014,3,"$14,101",Team Secret
ESL One New York 2014,5,"$7,051",Sneaky Nyx Assassins
ESL One New York 2014,5,"$7,051",Alliance
ESL One New York 2014,5,"$7,051",Na`Vi North America
ESL One New York 2014,5,"$7,051",Natus Vincere
World Cyber Arena 2014,1,"$322,880",Newbee
World Cyber Arena 2014,2,"$88,792",Cloud9
World Cyber Arena 2014,3,"$40,360",Alliance
World Cyber Arena 2014,4,"$3,229",Vici Gaming
World Cyber Arena 2014,5,"$3,229",LGD Gaming
World Cyber Arena 2014,5,"$3,229",Team Malaysia
World Cyber Arena 2014,7,"$3,229",Natus Vincere
World Cyber Arena 2014,7,"$3,229",Invictus Gaming
i-League Season 1,1,"$155,828",Vici Gaming
i-League Season 1,2,"$62,331",Old Boys
i-League Season 1,3,"$31,166",Rave
i-League Season 1,3,"$31,166",Invictus Gaming
i-League Season 1,5,"$7,791",Virtus.pro
i-League Season 1,5,"$7,791",Power Rangers
i-League Season 1,5,"$7,791",Newbee
i-League Season 1,5,"$7,791",LGD.CDEC
World E-sport Championships 2014,1,"$97,248",Evil Geniuses
World E-sport Championships 2014,2,"$32,416",Cloud9
World E-sport Championships 2014,3,"$16,208",Vici Gaming
World E-sport Championships 2014,4,"$8,104",Newbee
World E-sport Championships 2014,5,"$3,242",Natus Vincere
World E-sport Championships 2014,5,"$3,242",LGD Gaming
World E-sport Championships 2014,7,"$3,242",HyperGloryTeam
World E-sport Championships 2014,7,"$3,242",LGD.CDEC
The International 2014,1,"$5,025,029",Newbee
The International 2014,2,"$1,474,737",Vici Gaming
The International 2014,3,"$1,037,778",Evil Geniuses
The International 2014,4,"$819,298",Team DK
The International 2014,5,"$655,439",LGD Gaming
The International 2014,5,"$655,439",Cloud9
The International 2014,7,"$518,889",Invictus Gaming
The International 2014,7,"$518,889",Natus Vincere
The International 2014,9,"$49,158",Titan
The International 2014,9,"$49,158",Team Liquid
The International 2014,11,"$38,234",mousesports
The International 2014,11,"$38,234",Alliance
The International 2014,13,"$21,848",Team Empire
The International 2014,13,"$21,848",Fnatic
The International 2014,13,"$21,848",Na`Vi North America
The International 2014,13,"$21,848",Arrow Gaming
ESL One Frankfurt 2014,1,"$84,360",Invictus Gaming
ESL One Frankfurt 2014,2,"$42,180",Evil Geniuses
ESL One Frankfurt 2014,3,"$21,090",Alliance
ESL One Frankfurt 2014,3,"$21,090",Fnatic
ESL One Frankfurt 2014,5,"$10,545",Cloud9
ESL One Frankfurt 2014,5,"$10,545",mousesports
ESL One Frankfurt 2014,5,"$10,545",Vici Gaming
ESL One Frankfurt 2014,5,"$10,545",Natus Vincere
Dota 2 Champions League Season 3,1,"$33,918",Team Empire
Dota 2 Champions League Season 3,2,"$16,959",Fnatic
Dota 2 Champions League Season 3,3,"$10,175",Alliance
Dota 2 Champions League Season 3,4,"$6,784",Power Rangers
Dota 2 Champions League Season 3,4,"$6,784",RoX.KIS
Dota 2 Champions League Season 3,4,"$6,784",Evil Geniuses
Dota 2 Champions League Season 3,4,"$6,784",Relax
Dota 2 Champions League Season 3,4,"$6,784",Natus Vincere
Dota 2 Champions League Season 3,4,"$6,784",DreamTeam168
Dota 2 Champions League Season 3,4,"$6,784",NEXT.kz
Dota 2 Champions League Season 3,4,"$6,784",Virtus.pro
Dota 2 Champions League Season 3,4,"$6,784",Meet Your Makers
HyperX D2L Western Challenge,1,"$29,629",Evil Geniuses
HyperX D2L Western Challenge,2,"$19,629",Natus Vincere
HyperX D2L Western Challenge,3,"$10,278",Fnatic
HyperX D2L Western Challenge,4,"$5,278",Team Empire
HyperX D2L Western Challenge,5,"$1,852",RoX.KIS
HyperX D2L Western Challenge,5,"$1,852",Cloud9
HyperX D2L Western Challenge,5,"$1,852",Team Liquid
HyperX D2L Western Challenge,5,"$1,852",Alliance
ASUS ROG DreamLeague Season 1,1,"$74,000",Alliance
ASUS ROG DreamLeague Season 1,2,"$41,000",Cloud9
ASUS ROG DreamLeague Season 1,3,"$31,000",Team Empire
ASUS ROG DreamLeague Season 1,4,"$26,000",mousesports
ASUS ROG DreamLeague Season 1,5,"$22,500",Fnatic
ASUS ROG DreamLeague Season 1,6,"$19,500",Evil Geniuses
ASUS ROG DreamLeague Season 1,7,"$8,000",Natus Vincere
ASUS ROG DreamLeague Season 1,7,"$8,000",RoX.KIS
ASUS ROG DreamLeague Season 1,7,"$8,000",Team Liquid
ASUS ROG DreamLeague Season 1,7,"$8,000",Virtus.pro
ASUS ROG DreamLeague Season 1,7,"$8,000",Meet Your Makers
ASUS ROG DreamLeague Season 1,7,"$8,000",Sigma.int
The Summit 1,1,"$59,558",Evil Geniuses
The Summit 1,2,"$33,088",Team DK
The Summit 1,3,"$19,853",Vici Gaming
The Summit 1,4,"$13,235",Natus Vincere
The Summit 1,5,"$3,309",Na`Vi North America
The Summit 1,5,"$3,309",Fnatic
WPC 2014,1,"$160,056",Invictus Gaming
WPC 2014,2,"$48,017",Team DK
WPC 2014,3,"$16,006",Newbee
WPC 2014,4,"$8,003",Alliance
WPC 2014,5,"$3,201",DT^Club
WPC 2014,5,"$3,201",Cloud9
WPC 2014,5,"$3,201",Titan
WPC 2014,5,"$3,201",Vici Gaming
MarsTV Dota 2 League 2014,1,"$16,031",Newbee
MarsTV Dota 2 League 2014,2,"$3,260",LGD Gaming
MarsTV Dota 2 League 2014,3,"$1,603",Vici Gaming
MarsTV Dota 2 League 2014,3,"$1,603",Team DK
MarsTV Dota 2 League 2014,5,$802,Invictus Gaming
MarsTV Dota 2 League 2014,5,$802,CIS Game
Excellent Moscow Cup Season 1,1,"$10,063",Team Empire
Excellent Moscow Cup Season 1,2,"$5,031",Power Rangers
Excellent Moscow Cup Season 1,3,"$3,019",Virtus.pro
Excellent Moscow Cup Season 1,4,"$2,013",Oslik Gaming
Excellent Moscow Cup Season 1,4,"$2,013",Meet Your Makers
Excellent Moscow Cup Season 1,4,"$2,013",RoX.KIS
Excellent Moscow Cup Season 1,4,"$2,013",Relax
Excellent Moscow Cup Season 1,4,"$2,013",Aware Gaming
Excellent Moscow Cup Season 1,4,"$2,013",NEXT.kz
Excellent Moscow Cup Season 1,4,"$2,013",DreamTeam168
StarLadder StarSeries Season 9,1,"$85,000",Team DK
StarLadder StarSeries Season 9,2,"$38,000",Team Empire
StarLadder StarSeries Season 9,3,"$26,000",Evil Geniuses
StarLadder StarSeries Season 9,4,"$15,000",Invictus Gaming
StarLadder StarSeries Season 9,5,"$7,500",Alliance
StarLadder StarSeries Season 9,5,"$7,500",Natus Vincere
StarLadder StarSeries Season 9,7,"$4,750",RoX.KIS
StarLadder StarSeries Season 9,7,"$4,750",MVP Phoenix
Dota 2 Champions League Season 2,1,"$61,500",Natus Vincere
Dota 2 Champions League Season 2,2,"$30,750",Cloud9
Dota 2 Champions League Season 2,3,"$18,750",Team Empire
Dota 2 Champions League Season 2,4,"$12,300",Alliance
Dota 2 Champions League Season 2,4,"$12,300",Fnatic
Dota 2 Champions League Season 2,4,"$12,300",Virtus.pro
Dota 2 Champions League Season 2,4,"$12,300",RoX.KIS
Dota 2 Champions League Season 2,4,"$12,300",Sigma.int
Dota 2 Champions League Season 2,4,"$12,300",Team Liquid
Dota 2 Champions League Season 2,4,"$12,300",Power Rangers
Nexon Sponsorship League Season 3,1,"$56,400",Zephyr
Nexon Sponsorship League Season 3,2,"$7,520",EoT Hammer
Nexon Sponsorship League Season 3,3,"$2,820",5 in QO
Nexon Sponsorship League Season 3,4,"$2,820",MVP HOT6ix
Nexon Sponsorship League Season 3,4,"$2,820",Don't Die ReM1kZ
Nexon Sponsorship League Season 3,4,"$2,820",Team Angry Bird
Nexon Sponsorship League Season 3,4,"$2,820",All In.uz
Nexon Sponsorship League Season 3,4,"$2,820",EoT Drill
StarLadder StarSeries Season 8,1,"$62,000",Natus Vincere
StarLadder StarSeries Season 8,2,"$31,000",Alliance
StarLadder StarSeries Season 8,3,"$18,600",Sigma.int
StarLadder StarSeries Season 8,4,"$12,400",Fnatic
StarLadder StarSeries Season 8,4,"$12,400",RoX.KIS
StarLadder StarSeries Season 8,4,"$12,400",NEXT.kz
StarLadder StarSeries Season 8,4,"$12,400",Power Rangers
StarLadder StarSeries Season 8,4,"$12,400",Super Strong Dinosaurs
StarLadder StarSeries Season 8,4,"$12,400",Team Empire
StarLadder StarSeries Season 8,4,"$12,400",Virtus.pro
StarLadder StarSeries Season 8,4,"$12,400",The Retry
StarLadder StarSeries Season 8,4,"$12,400",Poseidon
StarLadder StarSeries Season 8,4,"$12,400",Oslik Gaming
StarLadder StarSeries Season 8,4,"$12,400",mousesports
StarLadder StarSeries Season 8,4,"$12,400",Flip.Sid3.ru
StarLadder StarSeries Season 8,4,"$12,400",QPAD Red Pandas
StarLadder StarSeries Season 8,4,"$12,400",aSpera
StarLadder StarSeries Season 8,4,"$12,400",4 Friends + Chrillee
Dota 2 Champions League Season 1,1,"$25,000",Alliance
Dota 2 Champions League Season 1,2,"$15,000",Speed Gaming.int
Dota 2 Champions League Season 1,3,"$7,000",Sigma.int
Dota 2 Champions League Season 1,4,"$3,000",Team Liquid
Dota 2 Champions League Season 1,4,"$3,000",Natus Vincere
Dota 2 Champions League Season 1,4,"$3,000",Fnatic
Dota 2 Champions League Season 1,4,"$3,000",Evil Geniuses
Dota 2 Champions League Season 1,4,"$3,000",Virtus.pro
Dota 2 Champions League Season 1,4,"$3,000",mousesports
Dota 2 Champions League Season 1,4,"$3,000",Team Dignitas
G-League 2013,1,"$33,090",Team DK
G-League 2013,2,"$8,273",Invictus Gaming
G-League 2013,3,"$1,646",TongFu
G-League 2013,3,"$1,646",LGD Gaming
G-League 2013,3,"$1,646",Speed Gaming.int
G-League 2013,3,"$1,646",Vici Gaming
G-League 2013,3,"$1,646",Titan
G-League 2013,3,"$1,646",DT^Club
Dota 2 League Season 4,1,"$25,000",LGD Gaming
Dota 2 League Season 4,2,"$15,000",Fnatic
Dota 2 League Season 4,3,"$7,500",Vici Gaming
Dota 2 League Season 4,4,"$2,500",Alliance
Red Bull ECL 2013 Grand Finals,1,"$16,520",Invictus Gaming
Red Bull ECL 2013 Grand Finals,2,"$3,304",Team DK
Red Bull ECL 2013 Grand Finals,3,"$1,652",TongFu
Red Bull ECL 2013 Grand Finals,3,"$1,652",Titan
2013 WPC ACE Dota 2 League,1,"$165,280",Team DK
2013 WPC ACE Dota 2 League,2,"$49,584",Invictus Gaming
2013 WPC ACE Dota 2 League,3,"$16,528",Vici Gaming
2013 WPC ACE Dota 2 League,4,"$3,306",LGD Gaming
2013 WPC ACE Dota 2 League,5,"$3,306",TongFu
2013 WPC ACE Dota 2 League,5,"$3,306",LGD International
2013 WPC ACE Dota 2 League,7,"$3,306",RisingStars
2013 WPC ACE Dota 2 League,7,"$3,306",RattleSnake
2013 WPC ACE Dota 2 League,7,"$3,306",Heart Get Together
2013 WPC ACE Dota 2 League,7,"$3,306",TongFu.WanZhou
Nexon Sponsorship League Season 2,1,"$75,840",MVP Phoenix
Nexon Sponsorship League Season 2,2,"$7,584",5 in QO
Nexon Sponsorship League Season 2,3,"$2,844",MVP HOT6ix
Nexon Sponsorship League Season 2,4,"$2,844",Eyes of Tiger
Nexon Sponsorship League Season 2,4,"$2,844",NonStop Dominate
Nexon Sponsorship League Season 2,4,"$2,844",Virtual Throne
Nexon Sponsorship League Season 2,4,"$2,844",Full Tilt
Nexon Sponsorship League Season 2,4,"$2,844",For Our Utopia
RaidCall EMS One Fall Season,1,"$12,000",Vici Gaming
RaidCall EMS One Fall Season,2,"$7,000",Fnatic
RaidCall EMS One Fall Season,3,"$4,000",Alliance
RaidCall EMS One Fall Season,3,"$4,000",Natus Vincere
RaidCall EMS One Fall Season,5,"$2,000",Sigma.int
RaidCall EMS One Fall Season,5,"$2,000",StarTale
RaidCall EMS One Fall Season,5,"$2,000",Team aAa
RaidCall EMS One Fall Season,5,"$2,000",Team ONE
ASUS ROG DreamLeague Kick-Off Season,1,"$25,000",Natus Vincere
ASUS ROG DreamLeague Kick-Off Season,2,"$15,000",Fnatic
ASUS ROG DreamLeague Kick-Off Season,3,"$7,500",Alliance
ASUS ROG DreamLeague Kick-Off Season,4,"$2,500",Team Liquid
ASUS ROG DreamLeague Kick-Off Season,4,"$2,500",Virtus.pro
ASUS ROG DreamLeague Kick-Off Season,4,"$2,500",Evil Geniuses
MLG Championship Columbus,1,"$68,480",Speed Gaming.int
MLG Championship Columbus,2,"$27,392",Team DK
MLG Championship Columbus,3,"$13,696",Natus Vincere
MLG Championship Columbus,3,"$13,696",Sigma.int
MLG Championship Columbus,5,"$2,739",Fnatic
MLG Championship Columbus,5,"$2,739",Alliance
MLG Championship Columbus,5,"$2,739",Team Liquid
MLG Championship Columbus,5,"$2,739",Evil Geniuses
MLG Championship Columbus,5,"$2,739",Pretty Boy Swag
Techlabs Cup 2013 Grand Finals,1,"$12,500",Natus Vincere
Techlabs Cup 2013 Grand Finals,2,"$7,500",Team Empire
Techlabs Cup 2013 Grand Finals,3,"$3,500",Power Rangers
Techlabs Cup 2013 Grand Finals,4,"$1,500",Virtus.pro
WePlay Dota2 League Season 2,1,"$13,000",Natus Vincere
WePlay Dota2 League Season 2,2,"$6,000",Alliance
WePlay Dota2 League Season 2,3,"$4,000",Team Liquid
WePlay Dota2 League Season 2,4,"$2,000",Team Empire
WePlay Dota2 League Season 2,4,"$2,000",Speed Gaming.int
WePlay Dota2 League Season 2,4,"$2,000",RoX.KIS
WePlay Dota2 League Season 2,4,"$2,000",Evil Geniuses
WePlay Dota2 League Season 2,4,"$2,000",Flipsid3 Tactics
WePlay Dota2 League Season 2,4,"$2,000",Cascade
WePlay Dota2 League Season 2,4,"$2,000",NEXT.kz
WePlay Dota2 League Season 2,4,"$2,000",Virtus.pro
WePlay Dota2 League Season 2,4,"$2,000",4 Friends + Chrillee
WePlay Dota2 League Season 2,4,"$2,000",Team Dignitas
WePlay Dota2 League Season 2,4,"$2,000",DTS2010
WePlay Dota2 League Season 2,4,"$2,000",Super Strong Dinosaurs
WePlay Dota2 League Season 2,4,"$2,000",The Retry
WePlay Dota2 League Season 2,4,"$2,000",Revenge eSports
WePlay Dota2 League Season 2,4,"$2,000",Poseidon
WePlay Dota2 League Season 2,4,"$2,000",Fnatic
WePlay Dota2 League Season 2,4,"$2,000",ScaryFaceZ
National Electronic Sports Tournament 2013,1,"$16,418",LGD Gaming
National Electronic Sports Tournament 2013,2,"$11,493",Invictus Gaming
National Electronic Sports Tournament 2013,3,"$8,209",TongFu
National Electronic Sports Tournament 2013,3,"$8,209",Vici Gaming
National Electronic Sports Tournament 2013,3,"$8,209",Team DK
National Electronic Sports Tournament 2013,3,"$8,209",GoatishSoul
National Electronic Sports Tournament 2013,3,"$8,209",RattleSnake
National Electronic Sports Tournament 2013,3,"$8,209",RisingStars
Nexon Sponsorship League Season 1,1,"$94,100",StarTale
Nexon Sponsorship League Season 1,2,"$7,528",For Our Utopia
Nexon Sponsorship League Season 1,3,"$2,823",MVP HOT6ix
Nexon Sponsorship League Season 1,4,"$2,823",UnderRateds
Nexon Sponsorship League Season 1,5,"$1,412",Team NJ&KIDS
Nexon Sponsorship League Season 1,5,"$1,412",Virtual Throne
Nexon Sponsorship League Season 1,5,"$1,412",Season One
Nexon Sponsorship League Season 1,5,"$1,412",Eyes of Tiger
Nexon Sponsorship League Season 1,5,"$1,412",Moonlight United
Nexon Sponsorship League Season 1,5,"$1,412",Symphony Dota
Nexon Sponsorship League Season 1,5,"$1,412",Ace Online
Nexon Sponsorship League Season 1,5,"$1,412",Ave~
Nexon Sponsorship League Season 1,5,"$1,412",SushiandYasha
Nexon Sponsorship League Season 1,5,"$1,412",FastGG^^
Nexon Sponsorship League Season 1,5,"$1,412",Victory Light
Nexon Sponsorship League Season 1,5,"$1,412",PlaceBum
Electronic Sports World Cup 2013,1,"$12,500",Team Empire
Electronic Sports World Cup 2013,2,"$7,500",Evil Geniuses
Electronic Sports World Cup 2013,3,"$5,000",Sigma.int
Electronic Sports World Cup 2013,3,"$5,000",4 Friends + Chrillee
Electronic Sports World Cup 2013,3,"$5,000",Team aAa
Electronic Sports World Cup 2013,3,"$5,000",Zero Respect
Electronic Sports World Cup 2013,3,"$5,000",Energy eSports
Electronic Sports World Cup 2013,3,"$5,000",Minion!
Electronic Sports World Cup 2013,3,"$5,000",Team Muhan
Electronic Sports World Cup 2013,3,"$5,000",Reason Gaming
Electronic Sports World Cup 2013,3,"$5,000",Insight eSports
Electronic Sports World Cup 2013,3,"$5,000",aNarchist
StarLadder StarSeries Season 7,1,"$12,000",Natus Vincere
StarLadder StarSeries Season 7,2,"$6,000",Alliance
StarLadder StarSeries Season 7,3,"$3,000",Team Empire
StarLadder StarSeries Season 7,4,"$1,500",RoX.KIS
StarLadder StarSeries Season 7,4,"$1,500",Quantic Gaming
StarLadder StarSeries Season 7,4,"$1,500",RattleSnake.int
StarLadder StarSeries Season 7,4,"$1,500",Power Rangers
StarLadder StarSeries Season 7,4,"$1,500",NEXT.kz
StarLadder StarSeries Season 7,4,"$1,500",Virtus.pro
StarLadder StarSeries Season 7,4,"$1,500",Poseidon
StarLadder StarSeries Season 7,4,"$1,500",Fnatic
StarLadder StarSeries Season 7,4,"$1,500",4 Friends + Chrillee
StarLadder StarSeries Season 7,4,"$1,500",Duza Gaming
StarLadder StarSeries Season 7,4,"$1,500",aSpera
StarLadder StarSeries Season 7,4,"$1,500",Team Menace.fi
StarLadder StarSeries Season 7,4,"$1,500",uebelst gamynG
The International 2013,1,"$1,437,190",Alliance
The International 2013,2,"$632,364",Natus Vincere
The International 2013,3,"$287,438",Orange Esports
The International 2013,4,"$201,207",TongFu
The International 2013,5,"$114,975",Invictus Gaming
The International 2013,5,"$114,975",Team DK
The International 2013,7,"$43,116",Team Liquid
The International 2013,7,"$43,116",Fnatic
The International 2013,7,"$43,116",Team Dignitas
The International 2013,7,"$43,116",LGD International
The International 2013,7,"$43,116",LGD Gaming
The International 2013,7,"$43,116",Team Zenith
The International 2013,7,"$43,116",RattleSnake
The International 2013,7,"$43,116",mousesports
The International 2013,7,"$43,116",MUFC
The International 2013,7,"$43,116",Virtus.pro
The Defense Season 4,1,"$12,000",Natus Vincere
The Defense Season 4,2,"$7,000",Kaipi
The Defense Season 4,3,"$4,000",Evil Geniuses
The Defense Season 4,4,"$2,000",Team Liquid
The Defense Season 4,4,"$2,000",iCCup
The Defense Season 4,4,"$2,000",Alliance
The Defense Season 4,4,"$2,000",mousesports
The Defense Season 4,4,"$2,000",Team Empire
The Defense Season 4,4,"$2,000",Team Dignitas
The Defense Season 4,4,"$2,000",Virtus.pro
The Defense Season 4,4,"$2,000",4 Friends + Chrillee
The Defense Season 4,4,"$2,000",NEXT.kz
The Defense Season 4,4,"$2,000",RoX.KIS
The Defense Season 4,4,"$2,000",Fnatic
