id,start,player,team,dob,position,tour,place,prize,pool,end,age,exp,weight,crt,age2,age3,exp2,exp3,const
52,2017-03-15,dogf1ghts,IG Vitality,1995-12-05,5,Dota2 Professional League Season 3 (2017 S1) - Top,5,2178.0,85663.0,2017-04-16,7771,8,0.6905266186619751,1222.7427222539059,60388441,469278575011,64,512,1
52,2017-03-27,dogf1ghts,IG Vitality,1995-12-05,5,Dota 2 Asia Championships 2017,4,55079.0,611987.0,2017-04-04,7783,9,0.8100683113293884,1234.076784199161,60575089,471455917687,81,729,1
52,2017-04-24,dogf1ghts,IG Vitality,1995-12-05,5,The Kiev Major 2017,9,62500.0,3000000.0,2017-04-30,7811,10,0.9067123605322307,1182.9047240526477,61011721,476562552731,100,1000,1
52,2017-05-30,dogf1ghts,IG Vitality,1995-12-05,5,ZOTAC Cup Masters,3,7000.0,100000.0,2017-06-03,7847,11,0.6999346815311969,1198.6495677935397,61575409,483182234423,121,1331,1
52,2017-06-15,dogf1ghts,IG Vitality,1995-12-05,5,Galaxy Battles,5,9000.0,150000.0,2017-06-18,7863,12,0.72458515739671,1219.7862624895563,61826769,486143884647,144,1728,1
53,2015-10-07,dubu,MVP HOT6ix,1993-07-12,5,World Cyber Arena 2015 - SEA Pro Qualifiers,5,3152.0,75648.0,2015-10-14,8122,0,0.6733537025292127,841.1184754849176,65966884,535783031848,0,0,1
53,2015-12-17,dubu,MVP Phoenix,1993-07-12,5,World Cyber Arena 2015,4,46275.0,493600.0,2015-12-20,8193,1,0.7857787245122977,821.3307503655147,67125249,549957165057,1,1,1
53,2016-02-25,dubu,MVP Phoenix,1993-07-12,5,The Shanghai Major 2016,4,255000.0,3000000.0,2016-03-06,8263,2,0.8939484827604671,793.5193715646701,68277169,564174247447,4,8,1
53,2016-03-19,dubu,MVP Phoenix,1993-07-12,5,Dota Pit League Season 4,1,97637.0,296819.0,2016-03-20,8286,3,0.755293201653894,945.8368825731523,68657796,568898497656,9,27,1
53,2016-04-14,dubu,MVP Phoenix,1993-07-12,5,StarLadder i-League Invitational #1,7,2500.0,99500.0,2016-04-17,8312,4,0.6897811827873919,886.3851464628355,69089344,574270627328,16,64,1
53,2016-04-28,dubu,MVP Phoenix,1993-07-12,5,WePlay Dota2 League Season 3,1,104120.0,208240.0,2016-05-01,8326,5,0.7340486876716169,997.1826977963988,69322276,577177269976,25,125,1
53,2016-04-29,dubu,MVP Phoenix,1993-07-12,5,World Cyber Arena 2016 SEA Qualifiers,3,7639.0,9167.0,2016-05-21,8327,6,0.5468520477730222,992.7770602898852,69338929,577385261783,36,216,1
53,2016-06-03,dubu,MVP Phoenix,1993-07-12,5,The Manila Major 2016,5,202500.0,3000000.0,2016-06-12,8362,7,0.8939484827604671,1026.397192972641,69923044,584696493928,49,343,1
53,2016-07-23,dubu,MVP Phoenix,1993-07-12,5,Pro Gamer League 2016 (PGL 2016) - Summer,1,50000.0,120000.0,2016-07-24,8412,8,0.7010099379043062,1066.2191516158857,70761744,595247790528,64,512,1
53,2016-08-02,dubu,MVP Phoenix,1993-07-12,5,The International 2016,5,934761.0,13916298.0,2016-08-13,8422,9,1.0,1051.429819801083,70930084,597373167448,81,729,1
53,2016-09-09,dubu,MVP Phoenix,1993-07-12,5,MPGL Southeast Asian Championship,2,10000.0,49000.0,2016-09-11,8460,10,0.6565661799187251,1048.7351460012026,71571600,605495736000,100,1000,1
53,2016-09-28,dubu,MVP Phoenix,1993-07-12,5,Mars Dota 2 League 2016 Autumn,7,6250.0,250000.0,2016-10-02,8479,11,0.7556410841788738,1009.847662143477,71893441,609584486239,121,1331,1
53,2016-12-03,dubu,MVP Phoenix,1993-07-12,5,The Boston Major 2016,9,62500.0,3000000.0,2016-12-10,8545,12,0.9067123605322307,1006.8299509686694,73017025,623930478625,144,1728,1
53,2017-04-24,dubu,Digital Chaos,1993-07-12,4,The Kiev Major 2017,9,62500.0,3000000.0,2017-04-30,8687,13,0.9067123605322307,949.4108426269435,75463969,655555498703,169,2197,1
53,2017-05-30,dubu,Digital Chaos,1993-07-12,5,ZOTAC Cup Masters,5,5000.0,100000.0,2017-06-03,8723,14,0.6999346815311969,934.1510441480176,76090729,663739429067,196,2744,1
53,2017-06-14,dubu,Digital Chaos,1993-07-12,5,DOTA Summit 7,6,1000.0,95000.0,2017-06-18,8738,15,0.6968162772836343,939.8818168727462,76352644,667169403272,225,3375,1
54,2013-02-10,egm,Alliance,1991-06-04,4,The Premier League Season 4,1,5000.0,20000.0,2013-04-28,7922,0,0.6882530765849391,1336.0231950425346,62758084,497169541448,0,0,1
54,2013-03-14,egm,Alliance,1991-06-04,5,DreamHack Dota 2 Invitational,1,2500.0,10000.0,2013-04-18,7954,1,0.640082098733365,1212.2994680336828,63266116,503218686664,1,1,1
54,2013-03-16,egm,Alliance,1991-06-04,5,G-1 Champions League Season 5,1,40723.0,65157.0,2013-05-26,7956,2,0.7703325778322682,1254.5500503926307,63297936,503598378816,4,8,1
54,2013-03-18,egm,Alliance,1991-06-04,5,RaidCall EMS One Spring Season,5,2000.0,28000.0,2013-04-21,7958,3,0.7116365615251168,1110.9405347721079,63329764,503978261912,9,27,1
54,2013-05-19,egm,Alliance,1991-06-04,5,StarLadder StarSeries Season 6,1,12000.0,39000.0,2013-07-07,8020,4,0.7346645672714983,1127.5456465149123,64320400,515849608000,16,64,1
54,2013-05-20,egm,Alliance,1991-06-04,4,The Premier League Season 5,1,9000.0,15000.0,2013-07-21,8021,5,0.6682603143996052,964.9682973353235,64336441,516042593261,25,125,1
54,2013-05-21,egm,Alliance,1991-06-04,5,The Defense Season 4,4,2000.0,53000.0,2013-07-24,8022,7,0.7559811034023665,896.7902327932559,64352484,516235626648,49,343,1
54,2013-06-15,egm,Alliance,1991-06-04,4,DreamHack Summer 2013,1,21664.0,58798.0,2013-06-17,8047,8,0.7631958982807595,952.714269994211,64754209,521077119823,64,512,1
54,2013-08-02,egm,Alliance,1991-06-04,4,The International 2013,1,1437190.0,3219309.0,2013-08-11,8095,9,1.0,1107.2915931233654,65529025,530457457375,81,729,1
54,2013-08-31,egm,Alliance,1991-06-04,5,StarLadder StarSeries Season 7,2,6000.0,27000.0,2013-10-13,8124,10,0.6809350606569111,1020.1407699705426,65999376,536178930624,100,1000,1
54,2013-09-02,egm,Alliance,1991-06-04,5,RaidCall EMS One Fall Season,3,4000.0,35000.0,2013-12-08,8126,11,0.6982534980393392,924.0563439862343,66031876,536575024376,121,1331,1
54,2013-09-11,egm,Alliance,1991-06-04,5,WePlay Dota2 League Season 2,2,6000.0,41000.0,2013-11-10,8135,12,0.7088125512685809,954.7744601179022,66178225,538359860375,144,1728,1
54,2013-10-17,egm,Alliance,1991-06-04,4,Dota 2 Champions League Season 1,1,25000.0,68000.0,2014-01-15,8171,13,0.7425760837359738,914.5483218503118,66765241,545538784211,169,2197,1
54,2013-10-21,egm,Alliance,1991-06-04,5,Fragbite Masters 2013,1,15205.0,34969.0,2013-12-14,8175,14,0.6981943638488097,912.4040137489872,66830625,546340359375,196,2744,1
54,2013-11-04,egm,Alliance,1991-06-04,5,ASUS ROG DreamLeague Kick-Off Season,3,7500.0,55000.0,2013-11-30,8189,15,0.7284166516894216,735.4183834668875,67059721,549152055269,225,3375,1
54,2013-11-22,egm,Alliance,1991-06-04,4,MLG Championship Columbus,5,2739.0,136959.0,2013-11-24,8207,16,0.7893020753508921,632.9804615384323,67354849,552781245743,256,4096,1
54,2013-11-25,egm,Alliance,1991-06-04,5,StarLadder StarSeries Season 8,2,31000.0,130200.0,2014-01-19,8210,17,0.7859246331689069,631.8440537306367,67404100,553387661000,289,4913,1
54,2014-01-07,egm,Alliance,1991-06-04,4,Dota 2 League Season 4,4,2500.0,50000.0,2014-01-08,8253,18,0.7220561423566209,624.3373963379115,68112009,562128410277,324,5832,1
54,2014-02-09,egm,Alliance,1991-06-04,4,Dota 2 Champions League Season 2,4,12300.0,197100.0,2014-04-15,8286,19,0.8135955316562243,481.9844321693066,68657796,568898497656,361,6859,1
54,2014-02-18,egm,Alliance,1991-06-04,4,XMG Captains Draft Invitational,3,4825.0,43425.0,2014-04-01,8295,20,0.7126473515968931,462.84623399528095,68807025,570754272375,400,8000,1
54,2014-03-03,egm,Alliance,1991-06-04,4,ASUS ROG DreamLeague Season 1,1,74000.0,220000.0,2014-06-16,8308,21,0.8209307801908562,405.8685446051189,69022864,573441954112,441,9261,1
54,2014-03-05,egm,Alliance,1991-06-04,4,StarLadder StarSeries Season 9,5,7500.0,53000.0,2014-04-20,8310,22,0.7259447084541306,354.1657076995632,69056100,573856191000,484,10648,1
54,2014-03-29,egm,Alliance,1991-06-04,4,WPC 2014,4,8003.0,244886.0,2014-06-02,8334,23,0.8280824356885808,284.65639750006324,69455556,578842603704,529,12167,1
54,2014-04-25,egm,Alliance,1991-06-04,4,Dota 2 Champions League Season 3,3,10175.0,81404.0,2014-06-25,8361,24,0.754582795865543,503.7584137669759,69906321,584486749881,576,13824,1
54,2014-06-28,egm,Alliance,1991-06-04,4,ESL One Frankfurt 2014,3,21090.0,210900.0,2014-06-29,8425,25,0.8181116698405347,423.5155619202958,70980625,598011765625,625,15625,1
54,2014-07-08,egm,Alliance,1991-06-04,4,The International 2014,11,38234.0,10967674.0,2014-07-21,8435,26,1.0,199.4176435695506,71149225,600143712875,676,17576,1
54,2014-12-10,egm,Alliance,1991-06-04,4,Esportal Dota 2 League Invitational Tournament 1,3,1558.0,18692.0,2014-12-14,8590,27,0.6067594145310029,604.7110953643239,73788100,633839779000,729,19683,1
54,2016-01-13,egm,Alliance,1991-06-04,4,SL i-League StarSeries Season 1,1,120891.0,302286.0,2016-01-17,8989,28,0.7563871654664464,618.2073712674526,80802121,726330265669,784,21952,1
54,2016-01-19,egm,Alliance,1991-06-04,4,Captains Draft 3.0,3,18623.0,124153.0,2016-02-17,8995,29,0.7030492633023712,575.3549078775857,80910025,727785674875,841,24389,1
54,2016-02-25,egm,Alliance,1991-06-04,4,The Shanghai Major 2016,7,105000.0,3000000.0,2016-03-06,9032,30,0.8939484827604671,416.52724372267244,81577024,736803680768,900,27000,1
54,2016-04-14,egm,Alliance,1991-06-04,4,StarLadder i-League Invitational #1,5,5000.0,99500.0,2016-04-17,9081,31,0.6897811827873919,519.3189496670034,82464561,748860678441,961,29791,1
54,2016-05-09,egm,Alliance,1991-06-04,4,EPICENTER 2016,5,20000.0,400000.0,2016-05-15,9106,32,0.773175741604593,478.9083038834717,82919236,755062563016,1024,32768,1
54,2016-06-03,egm,Alliance,1991-06-04,4,The Manila Major 2016,9,45000.0,3000000.0,2016-06-12,9131,33,0.8939484827604671,476.91648240417237,83375161,761298595091,1089,35937,1
54,2016-06-17,egm,Alliance,1991-06-04,4,ESL One Frankfurt 2016,5,12582.0,314546.0,2016-06-19,9145,34,0.7587701737060174,537.9820402894644,83631025,764805723625,1156,39304,1
54,2016-07-03,egm,Alliance,1991-06-04,4,Global Grand Masters,3,7500.0,70000.0,2016-07-26,9161,35,0.6687026336801101,523.5337658510938,83923921,768827040281,1225,42875,1
54,2016-08-23,egm,Alliance,1991-06-04,5,World Cyber Arena 2016 EU Main Qualifier,5,1357.0,54280.0,2016-09-01,9212,36,0.6627877255733546,506.9151042777155,84860944,781739016128,1296,46656,1
54,2016-10-11,egm,Alliance,1991-06-04,5,DreamLeague Season 6 League Play,5,7000.0,61000.0,2016-11-08,9261,37,0.6698836628179993,427.86337828035505,85766121,794280046581,1369,50653,1
54,2016-10-17,egm,Alliance,1991-06-04,5,FACEIT Invitational,3,4000.0,41000.0,2016-10-19,9267,38,0.6457294799450749,544.7898682678507,85877289,795824837163,1444,54872,1
54,2016-11-10,egm,Alliance,1991-06-04,5,Northern Arena BEAT Invitational,5,4000.0,100000.0,2016-11-13,9291,39,0.6999346815311969,500.0809154091679,86322681,802024029171,1521,59319,1
54,2016-11-25,egm,Alliance,1991-06-04,5,ASUS ROG DreamLeague Season 6,3,30000.0,185000.0,2016-11-26,9306,40,0.7373352332579775,445.9834988899262,86601636,805914824616,1600,64000,1
54,2017-02-11,egm,Alliance,1991-06-04,5,Elimination Mode 3.0,3,2500.0,35000.0,2017-02-17,9384,41,0.6361101638956798,571.0679514283296,88059456,826349935104,1681,68921,1
54,2017-05-18,egm,Alliance,1991-06-04,5,StarLadder i-League Invitational #2,5,5000.0,100000.0,2017-05-21,9480,42,0.6999346815311969,474.4655272306627,89870400,851971392000,1764,74088,1
55,2015-11-13,eleven,EHOME,1995-12-07,3,Frankfurt Major 2015,4,255000.0,3000000.0,2015-11-21,7281,0,0.8939484827604671,1286.4766829344114,53012961,385987369041,0,0,1
55,2015-12-25,eleven,EHOME,1995-12-07,3,Dota 2 Radiant & Dire Cup 2015,1,61929.0,154823.0,2015-12-27,7323,1,0.7162820285958463,1402.9578195861075,53626329,392705607267,1,1,1
55,2016-01-01,eleven,EHOME,1995-12-07,3,Shanghai Dota 2 Open #1,1,30736.0,92208.0,2016-01-03,7330,2,0.6852191250847464,1393.5311961958118,53728900,393832837000,4,8,1
55,2016-01-27,eleven,EHOME,1995-12-07,3,MarsTV Dota 2 League 2015 Winter,1,124950.0,274886.0,2016-01-31,7356,3,0.7506918648664372,1580.8291704803582,54110736,398038574016,9,27,1
55,2016-02-25,eleven,EHOME,1995-12-07,3,The Shanghai Major 2016,9,45000.0,3000000.0,2016-03-06,7385,4,0.8939484827604671,1631.6130396053386,54538225,402764791625,16,64,1
55,2016-04-22,eleven,EHOME,1995-12-07,3,ESL One Manila 2016,7,12500.0,250000.0,2016-04-24,7442,5,0.745003851405163,1514.462617516433,55383364,412162994888,25,125,1
55,2016-05-18,eleven,EHOME,1995-12-07,1,Dota2 Professional League Season 1,9,14000.0,72000.0,2016-07-17,7468,6,0.6703911884131896,1625.1957235248803,55771024,416498007232,36,216,1
55,2016-09-20,eleven,EHOME,1995-12-07,3,Shanghai Dota 2 Open #2,3,8990.0,118367.0,2016-10-08,7593,7,0.710186014552598,1609.959140854286,57653649,437764156857,49,343,1
55,2016-09-23,eleven,EHOME,1995-12-07,3,Dota2 Professional League Season 2 - Top,9,35000.0,700000.0,2016-12-31,7596,8,0.8182373670312004,1340.5492420321673,57699216,438283244736,64,512,1
55,2016-10-05,eleven,EHOME,1995-12-07,3,World Cyber Arena 2016 Chinese Qualifiers S3,3,7340.0,58720.0,2016-11-12,7608,9,0.6675677486065952,1222.202792619357,57881664,440363699712,81,729,1
55,2016-10-16,eleven,EHOME,1995-12-07,3,Dota2 ACE - Provisional,5,1452.0,60978.0,2016-12-26,7619,10,0.669861732597763,1005.0508004657494,58049161,442276557659,100,1000,1
55,2016-11-10,eleven,EHOME,1995-12-07,3,Northern Arena BEAT Invitational,3,12000.0,100000.0,2016-11-13,7644,11,0.6999346815311969,1174.0798403314807,58430736,446644545984,121,1331,1
55,2016-11-16,eleven,EHOME,1995-12-07,3,The Summit 6,7,2500.0,100000.0,2016-11-20,7650,12,0.6999346815311969,1257.0964010841046,58522500,447697125000,144,1728,1
55,2016-12-03,eleven,EHOME,1995-12-07,3,The Boston Major 2016,9,62500.0,3000000.0,2016-12-10,7667,13,0.9067123605322307,1285.439277028558,58782889,450688409963,169,2197,1
55,2017-07-05,eleven,LGD Gaming,1995-12-07,3,Mars Dota 2 League 2017,1,112500.0,250000.0,2017-07-09,7881,14,0.7556410841788738,1285.9769094112314,62110161,489490178841,196,2744,1
56,2013-08-31,era,Fnatic,1995-09-03,1,StarLadder StarSeries Season 7,4,1500.0,27000.0,2013-10-13,6572,8,0.6809350606569111,1721.6325966322706,43191184,283852461248,64,512,1
56,2013-09-02,era,Fnatic,1995-09-03,1,RaidCall EMS One Fall Season,2,7000.0,35000.0,2013-12-08,6574,9,0.6982534980393392,1882.03356369195,43217476,284111687224,81,729,1
56,2013-09-11,era,Fnatic,1995-09-03,1,WePlay Dota2 League Season 2,4,2000.0,41000.0,2013-11-10,6583,10,0.7088125512685809,2004.3253540650708,43335889,285280157287,100,1000,1
56,2013-10-17,era,Fnatic,1995-09-03,1,Dota 2 Champions League Season 1,4,3000.0,68000.0,2014-01-15,6619,11,0.7425760837359738,2112.83714280294,43811161,289986074659,121,1331,1
56,2013-10-21,era,Fnatic,1995-09-03,1,Fragbite Masters 2013,2,7603.0,34969.0,2013-12-14,6623,12,0.6981943638488097,2041.9163343227312,43864129,290512126367,144,1728,1
56,2013-11-04,era,Fnatic,1995-09-03,1,ASUS ROG DreamLeague Kick-Off Season,2,15000.0,55000.0,2013-11-30,6637,13,0.7284166516894216,2003.897185421029,44049769,292358316853,169,2197,1
56,2013-11-22,era,Fnatic,1995-09-03,1,MLG Championship Columbus,5,2739.0,136959.0,2013-11-24,6655,14,0.7893020753508921,2082.930413924955,44289025,294743461375,196,2744,1
56,2013-11-25,era,Fnatic,1995-09-03,1,StarLadder StarSeries Season 8,4,12400.0,130200.0,2014-01-19,6658,15,0.7859246331689069,2008.4570310454167,44328964,295142242312,225,3375,1
56,2013-12-04,era,Fnatic,1995-09-03,1,Netolic Pro League #4 West,1,6000.0,15000.0,2013-12-12,6667,16,0.6417092132659893,1851.7461140546498,44448889,296340742963,256,4096,1
56,2014-01-31,era,Fnatic,1995-09-03,1,Electronic Sports Prime Shock Therapy Cup,3,1000.0,15000.0,2014-02-08,6725,17,0.6417092132659893,1849.3022717902938,45225625,304142328125,289,4913,1
56,2014-02-04,era,Fnatic,1995-09-03,1,MLG T.K.O. Europe,1,14000.0,34500.0,2014-04-16,6729,18,0.6972932679879514,2108.4351779604544,45279441,304685358489,324,5832,1
56,2014-02-09,era,Fnatic,1995-09-03,1,Dota 2 Champions League Season 2,4,12300.0,197100.0,2014-04-15,6734,19,0.8135955316562243,2329.4999172378575,45346756,305365054904,361,6859,1
56,2014-02-18,era,Fnatic,1995-09-03,1,XMG Captains Draft Invitational,1,19300.0,43425.0,2014-04-01,6743,20,0.7126473515968931,2358.226759218243,45468049,306591054407,400,8000,1
56,2014-04-03,era,Fnatic,1995-09-03,1,Fragbite Masters 2014,3,3000.0,15000.0,2014-04-26,6787,21,0.6417092132659893,2063.568675497715,46063369,312632085403,441,9261,1
56,2014-07-08,era,Fnatic,1995-09-03,1,The International 2014,13,21848.0,10967674.0,2014-07-21,6883,22,1.0,2446.383096076237,47375689,326086867387,484,10648,1
56,2015-02-23,era,Ninjas in Pyjamas,1995-09-03,1,Dota 2 Champions League Season 5,4,7950.0,79504.0,2015-05-10,7113,23,0.6960666557826279,2050.0154851382554,50594769,359880591897,529,12167,1
56,2015-03-20,era,Ninjas in Pyjamas,1995-09-03,1,Major All Stars Dota 2 Tournament,3,11198.0,111980.0,2015-03-22,7138,24,0.7171957841593795,2149.989898049803,50951044,363688552072,576,13824,1
56,2015-03-28,era,Ninjas in Pyjamas,1995-09-03,1,ASUS ROG DreamLeague Season 3,3,19937.0,150581.0,2015-06-15,7146,25,0.7354667530726456,2135.9192529963934,51065316,364912748136,625,15625,1
56,2015-04-20,era,Ninjas in Pyjamas,1995-09-03,1,joinDOTA MLG Pro League Season 2,1,66899.0,183971.0,2015-06-07,7169,26,0.7478215509497563,2135.3613118734816,51394561,368447607809,676,17576,1
56,2015-05-03,era,Ninjas in Pyjamas,1995-09-03,1,RoG Play It Cool Dota 2 Invitational,3,5000.0,30000.0,2015-05-03,7182,27,0.6359443775597338,1998.3672124516188,51581124,370455632568,729,19683,1
56,2015-09-21,era,Ninjas in Pyjamas,1995-09-03,1,World Cyber Arena 2015 - European Pro Qualifiers,3,15000.0,97500.0,2015-09-24,7323,28,0.6885640906349999,2119.911690031772,53626329,392705607267,784,21952,1
56,2015-09-29,era,Ninjas in Pyjamas,1995-09-03,1,ASUS ROG DreamLeague Season 4,8,3000.0,130000.0,2015-11-28,7331,29,0.7058076761163765,2174.399047071516,53743561,393994045691,841,24389,1
56,2016-07-03,era,Escape Gaming,1995-09-03,1,Global Grand Masters,4,5000.0,70000.0,2016-07-26,7609,30,0.6687026336801101,2133.76637187737,57896881,440537367529,900,27000,1
56,2016-08-23,era,Escape Gaming,1995-09-03,1,World Cyber Arena 2016 EU Main Qualifier,3,6785.0,54280.0,2016-09-01,7660,31,0.6627877255733546,2174.7586330663016,58675600,449455096000,961,29791,1
56,2016-10-11,era,Escape Gaming,1995-09-03,1,DreamLeague Season 6 League Play,1,10000.0,61000.0,2016-11-08,7709,32,0.6698836628179993,2054.3807680719583,59428681,458135701829,1024,32768,1
56,2016-10-17,era,Escape Gaming,1995-09-03,1,FACEIT Invitational,3,4000.0,41000.0,2016-10-19,7715,33,0.6457294799450749,1971.5219767697927,59521225,459206250875,1089,35937,1
56,2016-11-25,era,Escape Gaming,1995-09-03,1,ASUS ROG DreamLeague Season 6,2,45000.0,185000.0,2016-11-26,7754,34,0.7373352332579775,2096.527588662908,60124516,466205497064,1156,39304,1
56,2017-07-07,era,Alliance,1995-09-03,1,The Final Match Season 1,1,21250.0,50000.0,2017-07-09,7978,35,0.6577944147019157,2002.5801640199265,63648484,507787605352,1225,42875,1
57,2013-03-18,eternalenvy,Kaipi,1991-07-02,1,RaidCall EMS One Spring Season,9,2000.0,28000.0,2013-04-21,7930,0,0.7116365615251168,1071.6701594892843,62884900,498677257000,0,0,1
57,2013-05-19,eternalenvy,Kaipi,1991-07-02,1,StarLadder StarSeries Season 6,4,1500.0,39000.0,2013-07-07,7992,1,0.7346645672714983,1229.2555153495875,63872064,510465535488,1,1,1
57,2013-05-21,eternalenvy,Kaipi,1991-07-02,5,The Defense Season 4,2,7000.0,53000.0,2013-07-24,7994,2,0.7559811034023665,1369.4156827931524,63904036,510848863784,4,8,1
57,2013-06-28,eternalenvy,Kaipi,1991-07-02,1,Corsair Gaming Summer Tournament 2013,3,1500.0,29500.0,2013-07-26,8032,3,0.7152632642379757,1287.2337495877084,64513024,518168608768,9,27,1
57,2014-03-03,eternalenvy,Cloud9,1991-07-02,1,ASUS ROG DreamLeague Season 1,2,41000.0,220000.0,2014-06-16,8280,4,0.8209307801908562,1502.810129639754,68558400,567663552000,16,64,1
57,2014-03-07,eternalenvy,Cloud9,1991-07-02,1,Monster Energy Invitational,2,3000.0,17000.0,2014-03-09,8284,5,0.6500619552345394,1397.328006908024,68624656,568486650304,25,125,1
57,2014-03-29,eternalenvy,Cloud9,1991-07-02,1,WPC 2014,5,3201.0,244886.0,2014-06-02,8306,6,0.8280824356885808,1551.3210718443613,68989636,573027916616,36,216,1
57,2014-06-28,eternalenvy,Cloud9,1991-07-02,1,ESL One Frankfurt 2014,5,10545.0,210900.0,2014-06-29,8397,7,0.8181116698405347,1542.9802163744894,70509609,592069186773,49,343,1
57,2014-07-08,eternalenvy,Cloud9,1991-07-02,1,The International 2014,5,655439.0,10967674.0,2014-07-21,8407,8,1.0,1777.4617680996905,70677649,594186995143,64,512,1
57,2014-08-15,eternalenvy,Cloud9,1991-07-02,1,StarLadder StarSeries Season 10,3,32757.0,233980.0,2014-10-26,8445,9,0.7626550266152107,1611.907185545764,71318025,602280721125,81,729,1
57,2014-09-05,eternalenvy,Cloud9,1991-07-02,1,World E-sport Championships 2014,2,32416.0,166944.0,2014-09-07,8466,10,0.7418303765466494,1613.7167653645083,71673156,606784938696,100,1000,1
57,2014-09-18,eternalenvy,Cloud9,1991-07-02,1,NVIDIA Game 24,1,7000.0,15000.0,2014-09-19,8479,11,0.5931851306401801,1473.8253456462367,71893441,609584486239,121,1331,1
57,2014-09-25,eternalenvy,Cloud9,1991-07-02,1,Dota Pit League Season 2,5,3224.0,64479.0,2014-12-23,8486,12,0.6831448935634439,1544.1071740379866,72012196,611095495256,144,1728,1
57,2014-10-02,eternalenvy,Cloud9,1991-07-02,1,World Cyber Arena 2014,2,88792.0,468177.0,2014-10-05,8493,13,0.8054428728024902,1765.8500314175553,72131049,612608999157,169,2197,1
57,2014-10-09,eternalenvy,Cloud9,1991-07-02,1,ESL One New York 2014,3,14101.0,141012.0,2014-10-10,8500,14,0.7314165200131894,1677.1503358937728,72250000,614125000000,196,2744,1
57,2014-12-03,eternalenvy,Cloud 9,1991-07-02,1,The Summit 2,2,77728.0,310911.0,2014-12-07,8555,15,0.7801912968551336,1819.2177635242253,73188025,626123553875,225,3375,1
57,2015-01-21,eternalenvy,Cloud9,1991-07-02,1,Dota Pit League Season 3,2,57056.0,329068.0,2015-07-12,8604,16,0.7836925984237137,1860.123347516819,74028816,636943932864,256,4096,1
57,2015-01-29,eternalenvy,Cloud9,1991-07-02,1,Dota 2 Asia Championships 2015,5,152876.0,3057521.0,2015-02-09,8612,17,0.9212022642627935,2088.97922294743,74166544,638722276928,289,4913,1
57,2015-03-09,eternalenvy,Cloud 9,1991-07-02,1,StarLadder StarSeries Season 12,3,21000.0,150000.0,2015-04-26,8651,18,0.7352282742984712,1875.7539593448764,74839801,647439118451,324,5832,1
57,2015-05-13,eternalenvy,Cloud9,1991-07-02,1,The Summit 3,5,9509.0,271685.0,2015-05-17,8716,19,0.7718717693692367,1845.3527145922267,75968656,662142805696,361,6859,1
57,2015-06-03,eternalenvy,Cloud 9,1991-07-02,1,MarsTV Dota 2 League 2015 Spring,3,29018.0,278089.0,2015-06-07,8737,20,0.7733089830813087,1880.0761013900228,76335169,666940371553,400,8000,1
57,2015-06-20,eternalenvy,Cloud9,1991-07-02,1,ESL One Frankfurt 2015,5,14810.0,296202.0,2015-06-21,8754,21,0.7772015584218886,1884.06260538866,76632516,670841045064,441,9261,1
57,2015-07-27,eternalenvy,Cloud9,1991-07-02,1,The International 2015,9,221155.0,17600281.0,2015-08-08,8791,22,1.0,2086.878460152393,77281681,679383257671,484,10648,1
57,2015-09-21,eternalenvy,Team Secret,1991-07-02,1,World Cyber Arena 2015 - European Pro Qualifiers,1,45000.0,97500.0,2015-09-24,8847,23,0.6885640906349999,1720.885005819826,78269409,692449461423,529,12167,1
57,2015-10-03,eternalenvy,Team Secret,1991-07-02,1,ESL One New York 2015,2,57324.0,286621.0,2015-10-04,8859,24,0.7531976044392572,1839.6665713147781,78481881,695270983779,576,13824,1
57,2015-10-16,eternalenvy,Team Secret,1991-07-02,1,MLG World Finals 2015,1,113982.0,250759.0,2015-10-18,8872,25,0.7451855527393525,1934.9814476670624,78712384,698336270848,625,15625,1
57,2015-10-26,eternalenvy,Team Secret,1991-07-02,1,Nanyang Dota 2 Championships Season 1,1,105688.0,123302.0,2015-11-01,8882,26,0.7026369951281123,1919.7711401306192,78889924,700700304968,676,17576,1
57,2015-11-13,eternalenvy,Team Secret,1991-07-02,1,Frankfurt Major 2015,2,405000.0,3000000.0,2015-11-21,8900,27,0.8939484827604671,2123.9319201532808,79210000,704969000000,729,19683,1
57,2015-12-17,eternalenvy,Team Secret,1991-07-02,1,World Cyber Arena 2015,4,46275.0,493600.0,2015-12-20,8934,28,0.7857787245122977,1946.9675653753827,79816356,713079324504,784,21952,1
57,2016-01-13,eternalenvy,Team Secret,1991-07-02,1,SL i-League StarSeries Season 1,5,15111.0,302286.0,2016-01-17,8961,29,0.7563871654664464,1975.343569506222,80299521,719564007681,841,24389,1
57,2016-01-27,eternalenvy,Team Secret,1991-07-02,1,MarsTV Dota 2 League 2015 Winter,7,6941.0,274886.0,2016-01-31,8975,30,0.7506918648664372,1899.475693796318,80550625,722941859375,900,27000,1
57,2016-02-25,eternalenvy,Team Secret,1991-07-02,1,The Shanghai Major 2016,1,1110000.0,3000000.0,2016-03-06,9004,31,0.8939484827604671,2288.308306732461,81072016,729972432064,961,29791,1
57,2016-03-19,eternalenvy,Team Secret,1991-07-02,1,Dota Pit League Season 4,3,25386.0,296819.0,2016-03-20,9027,32,0.755293201653894,2074.5097427986657,81486729,735580702683,1024,32768,1
