id,start,player,team,dob,position,tour,place,prize,pool,end,age,exp,weight,crt,age2,age3,exp2,exp3,const
60,2013-10-21,fear,Evil Geniuses,1988-02-19,4,Fragbite Masters 2013,5,836.0,34969.0,2013-12-14,9376,14,0.6981943638488097,480.0763621316065,87909376,824238309376,196,2744,1
60,2013-10-31,fear,Evil Geniuses,1988-02-19,5,Electronic Sports World Cup 2013,2,7500.0,35000.0,2013-11-03,9386,15,0.6982534980393392,452.5333425578124,88096996,826878404456,225,3375,1
60,2013-12-04,fear,Evil Geniuses,1988-02-19,4,Netolic Pro League #4 West,3,1000.0,15000.0,2013-12-12,9420,18,0.6417092132659893,396.16192160677565,88736400,835896888000,324,5832,1
60,2015-10-03,fear,Evil Geniuses,1988-02-19,4,ESL One New York 2015,5,14331.0,286621.0,2015-10-04,10088,34,0.7531976044392572,908.2462299260944,101767744,1026633001472,1156,39304,1
60,2015-10-16,fear,Evil Geniuses,1988-02-19,4,MLG World Finals 2015,2,68389.0,250759.0,2015-10-18,10101,35,0.7451855527393525,964.180248655476,102030201,1030607060301,1225,42875,1
60,2015-11-13,fear,Evil Geniuses,1988-02-19,4,Frankfurt Major 2015,3,315000.0,3000000.0,2015-11-21,10129,36,0.8939484827604671,1006.269872924172,102596641,1039201376689,1296,46656,1
60,2015-12-09,fear,Evil Geniuses,1988-02-19,4,The Summit 4,1,48818.0,64325.0,2015-12-13,10155,37,0.6636349163664429,1006.968341765836,103124025,1047224473875,1369,50653,1
60,2016-01-13,fear,Evil Geniuses,1988-02-19,4,SL i-League StarSeries Season 1,2,60445.0,302286.0,2016-01-17,10190,38,0.7563871654664464,1014.8019132155134,103836100,1058089859000,1444,54872,1
60,2016-01-19,fear,Evil Geniuses,1988-02-19,4,Captains Draft 3.0,1,43454.0,124153.0,2016-02-17,10196,39,0.7030492633023712,1070.9914767699602,103958416,1059960009536,1521,59319,1
60,2016-01-27,fear,Evil Geniuses,1988-02-19,4,MarsTV Dota 2 League 2015 Winter,2,55533.0,274886.0,2016-01-31,10204,40,0.7506918648664372,1138.9193725588023,104121616,1062456969664,1600,64000,1
61,2015-01-24,febby,MVP Phoenix,1993-02-19,4,joinDOTA MLG Pro League Season 1,4,8646.0,86460.0,2015-04-12,8009,0,0.7012407550994452,1051.8212382541212,64144081,513729944729,0,0,1
61,2015-10-07,febby,MVP Phoenix,1993-02-19,4,World Cyber Arena 2015 - SEA Pro Qualifiers,1,47280.0,75648.0,2015-10-14,8265,1,0.6733537025292127,1125.4994190670536,68310225,564584009625,1,1,1
61,2015-10-16,febby,MVP Phoenix,1993-02-19,4,MLG World Finals 2015,5,11398.0,250759.0,2015-10-18,8274,2,0.7451855527393525,1117.5168570653198,68459076,566430394824,4,8,1
61,2015-12-17,febby,MVP Phoenix,1993-02-19,4,World Cyber Arena 2015,4,46275.0,493600.0,2015-12-20,8336,3,0.7857787245122977,1117.4968253042919,69488896,579259437056,9,27,1
61,2016-02-25,febby,MVP Phoenix,1993-02-19,4,The Shanghai Major 2016,4,255000.0,3000000.0,2016-03-06,8406,4,0.8939484827604671,1109.8718623790623,70660836,593974987416,16,64,1
61,2016-03-19,febby,MVP Phoenix,1993-02-19,4,Dota Pit League Season 4,1,97637.0,296819.0,2016-03-20,8429,5,0.755293201653894,1236.313812481269,71048041,598863937589,25,125,1
61,2016-04-14,febby,MVP Phoenix,1993-02-19,4,StarLadder i-League Invitational #1,7,2500.0,99500.0,2016-04-17,8455,6,0.6897811827873919,1164.636359321125,71487025,604422796375,36,216,1
61,2016-04-28,febby,MVP Phoenix,1993-02-19,4,WePlay Dota2 League Season 3,1,104120.0,208240.0,2016-05-01,8469,7,0.7340486876716169,1283.6950205789485,71723961,607430225709,49,343,1
61,2016-04-29,febby,MVP Phoenix,1993-02-19,4,World Cyber Arena 2016 SEA Qualifiers,3,7639.0,9167.0,2016-05-21,8470,8,0.5468520477730222,1244.355134492151,71740900,607645423000,64,512,1
61,2016-06-03,febby,MVP Phoenix,1993-02-19,4,The Manila Major 2016,5,202500.0,3000000.0,2016-06-12,8505,9,0.8939484827604671,1342.7496837870333,72335025,615209387625,81,729,1
61,2016-07-23,febby,MVP Phoenix,1993-02-19,4,Pro Gamer League 2016 (PGL 2016) - Summer,1,50000.0,120000.0,2016-07-24,8555,10,0.7010099379043062,1346.565851458952,73188025,626123553875,100,1000,1
61,2016-08-02,febby,MVP Phoenix,1993-02-19,4,The International 2016,5,934761.0,13916298.0,2016-08-13,8565,11,1.0,1387.573424748555,73359225,628321762125,121,1331,1
61,2016-12-03,febby,MVP Phoenix,1993-02-19,4,The Boston Major 2016,9,62500.0,3000000.0,2016-12-10,8688,14,0.9067123605322307,1325.5644101729254,75481344,655781916672,196,2744,1
61,2017-01-06,febby,Fnatic,1993-02-19,4,ESL One Genting 2017,7,5000.0,250000.0,2017-01-08,8722,15,0.7556410841788738,1247.309168077463,76073284,663511183048,225,3375,1
61,2017-05-30,febby,Fnatic,1993-02-19,5,ZOTAC Cup Masters,3,7000.0,100000.0,2017-06-03,8866,16,0.6999346815311969,1272.6749251947529,78605956,696920405896,256,4096,1
62,2013-07-10,fenrir,Vici Gaming,1989-01-18,4,Red Bull ECL 2013 Dota 2 Season,3,1628.0,9768.0,2013-07-14,8939,0,0.6384507936474707,1013.3493678380129,79905721,714277240019,0,0,1
62,2013-07-17,fenrir,Vici Gaming,1989-01-18,5,AMD Premier League Season 2,2,1500.0,7000.0,2013-07-23,8946,1,0.6152946058219684,1013.0357467380074,80030916,715956574536,1,1,1
62,2013-09-09,fenrir,Vici Gaming,1989-01-18,5,Sina Cup Supernova Dota 2 Open/Season 1,3,490.0,6370.0,2013-09-16,9000,2,0.5845541131277984,1007.8105853450116,81000000,729000000000,4,8,1
62,2013-09-22,fenrir,Vici Gaming,1989-01-18,4,2013 WPC ACE Dota 2 League,3,16528.0,254534.0,2014-01-01,9013,3,0.8306611783234453,1147.450457859168,81234169,732163565197,9,27,1
62,2013-11-08,fenrir,Vici Gaming,1989-01-18,5,National Electronic Sports Tournament 2013,3,8209.0,68956.0,2013-11-10,9060,4,0.7435077631161021,1086.1118916096896,82083600,743677416000,16,64,1
62,2013-12-09,fenrir,Vici Gaming,1989-01-18,4,G-League 2013,3,1646.0,51239.0,2014-01-13,9091,5,0.7236896747256987,866.1153557948757,82646281,751337340571,25,125,1
62,2013-12-23,fenrir,Vici Gaming,1989-01-18,4,Fengyun Dota 2 Tournament,3,824.0,22254.0,2013-12-28,9105,6,0.6680342090455249,831.3213334173399,82901025,754813832625,36,216,1
62,2014-01-07,fenrir,Vici Gaming,1989-01-18,4,Dota 2 League Season 4,3,7500.0,50000.0,2014-01-08,9120,7,0.7220561423566209,805.2681640240621,83174400,758550528000,49,343,1
62,2014-03-26,fenrir,Vici Gaming,1989-01-18,4,ECL 2014 Spring,3,1610.0,35425.0,2014-06-15,9198,8,0.6990589691113633,819.6101141762715,84603204,778180270392,64,512,1
62,2014-03-29,fenrir,Vici Gaming,1989-01-18,4,WPC 2014,5,3201.0,244886.0,2014-06-02,9201,9,0.8280824356885808,945.2822832832583,84658401,778941947601,81,729,1
62,2014-05-24,fenrir,Vici Gaming,1989-01-18,4,MarsTV Dota 2 League 2014,3,1603.0,2405.0,2014-05-25,9257,10,0.5195510739137228,961.3339345857784,85692049,793251297593,100,1000,1
62,2014-06-02,fenrir,Vici Gaming,1989-01-18,5,V Games Tournament,5,321.0,15238.0,2014-06-25,9266,11,0.6427597602103989,885.2091270641444,85858756,795567233096,121,1331,1
62,2014-06-05,fenrir,Vici Gaming,1989-01-18,4,The Summit 1,3,19853.0,132352.0,2014-06-08,9269,12,0.7870186380583772,758.6470211247088,85914361,796340212109,144,1728,1
62,2014-06-16,fenrir,Vici Gaming,1989-01-18,5,GEST The Challenge June,3,1000.0,22000.0,2014-06-23,9280,13,0.6672681388693886,854.9688712439529,86118400,799178752000,169,2197,1
62,2014-06-28,fenrir,Vici Gaming,1989-01-18,4,ESL One Frankfurt 2014,5,10545.0,210900.0,2014-06-29,9292,14,0.8181116698405347,818.0538359729967,86341264,802283025088,196,2744,1
62,2014-07-08,fenrir,Vici Gaming,1989-01-18,4,The International 2014,2,1474737.0,10967674.0,2014-07-21,9302,15,1.0,974.3431447853852,86527204,804876051608,225,3375,1
62,2014-08-11,fenrir,Vici Gaming,1989-01-18,5,i-League Season 1,1,155828.0,311655.0,2014-09-28,9336,16,0.7803387392327782,1023.3262031359752,87160896,813734125056,256,4096,1
62,2014-09-05,fenrir,Vici Gaming,1989-01-18,4,World E-sport Championships 2014,3,16208.0,166944.0,2014-09-07,9361,17,0.7418303765466494,897.3057784331938,87628321,820288712881,289,4913,1
62,2014-09-09,fenrir,Vici Gaming,1989-01-18,5,Sina Cup Supernova Dota 2 Open Season 5,2,4884.0,18559.0,2014-09-21,9365,18,0.6063189102505103,975.0723153297813,87703225,821340702125,324,5832,1
62,2014-09-12,fenrir,Vici Gaming,1989-01-18,4,ECL 2014 Autumn,3,1610.0,32261.0,2014-12-30,9368,19,0.6404267720289338,951.1479904922837,87759424,822130284032,361,6859,1
62,2014-10-02,fenrir,Vici Gaming,1989-01-18,5,World Cyber Arena 2014,4,3229.0,468177.0,2014-10-05,9388,20,0.8054428728024902,813.4080564132325,88134544,827407099072,400,8000,1
62,2014-10-09,fenrir,Vici Gaming,1989-01-18,5,ESL One New York 2014,1,56404.0,141012.0,2014-10-10,9395,21,0.7314165200131894,877.4046010150986,88266025,829259304875,441,9261,1
62,2014-10-30,fenrir,Vici Gaming,1989-01-18,4,National Electronic Sports Tournament 2014,5,1630.0,60296.0,2014-11-02,9416,22,0.6790072064551249,837.1221262305826,88661056,834832503296,484,10648,1
62,2014-11-17,fenrir,Vici Gaming,1989-01-18,4,i-League Season 2,3,16804.0,127968.0,2015-01-10,9434,23,0.7254287353452895,780.0884383549503,89000356,839629358504,529,12167,1
62,2014-12-03,fenrir,Vici Gaming,1989-01-18,4,The Summit 2,1,139910.0,310911.0,2014-12-07,9450,24,0.7801912968551336,820.7930960771399,89302500,843908625000,576,13824,1
62,2015-01-29,fenrir,Vici Gaming,1989-01-18,4,Dota 2 Asia Championships 2015,2,366902.0,3057521.0,2015-02-09,9507,25,0.9212022642627935,882.164014881212,90383049,859271646843,625,15625,1
62,2015-02-23,fenrir,Vici Gaming,1989-01-18,4,Dota 2 Champions League Season 5,2,19876.0,79504.0,2015-05-10,9532,26,0.6960666557826279,948.3077328640081,90859024,866068216768,676,17576,1
62,2015-03-09,fenrir,Vici Gaming,1989-01-18,4,StarLadder StarSeries Season 12,1,67500.0,150000.0,2015-04-26,9546,27,0.7352282742984712,1100.3757341444777,91126116,869889903336,729,19683,1
62,2015-04-06,fenrir,Vici Gaming,1989-01-18,4,i-League Season 3,2,85344.0,356311.0,2015-05-23,9574,28,0.7885992768912532,947.7277380107204,91661476,877566971224,784,21952,1
62,2015-04-11,fenrir,Vici Gaming,1989-01-18,4,ECL 2015 Spring,3,3209.0,36904.0,2015-06-14,9579,29,0.6487214689631848,894.6189457691376,91757241,878942611539,841,24389,1
62,2015-05-13,fenrir,Vici Gaming,1989-01-18,4,The Summit 3,3,35319.0,271685.0,2015-05-17,9611,30,0.7718717693692367,794.6712517898468,92371321,887780766131,900,27000,1
62,2015-06-03,fenrir,Vici Gaming,1989-01-18,5,MarsTV Dota 2 League 2015 Spring,4,19345.0,278089.0,2015-06-07,9632,31,0.7733089830813087,739.5816144706428,92775424,893612883968,961,29791,1
62,2015-06-20,fenrir,Vici Gaming,1989-01-18,4,ESL One Frankfurt 2015,5,14810.0,296202.0,2015-06-21,9649,32,0.7772015584218886,737.5435600635177,93103201,898352786449,1024,32768,1
62,2015-07-27,fenrir,Vici Gaming,1989-01-18,5,The International 2015,4,1566517.0,17600281.0,2015-08-08,9686,33,1.0,906.1569249509662,93818596,908726920856,1089,35937,1
62,2015-11-13,fenrir,Vici Gaming,1989-01-18,5,Frankfurt Major 2015,5,202500.0,3000000.0,2015-11-21,9795,34,0.8939484827604671,806.2413538197536,95942025,939752134875,1156,39304,1
62,2015-12-25,fenrir,Vici Gaming,1989-01-18,5,Dota 2 Radiant & Dire Cup 2015,3,18579.0,154823.0,2015-12-27,9837,35,0.7162820285958463,825.7656967422702,96766569,951892739253,1225,42875,1
62,2016-01-01,fenrir,Vici Gaming,1989-01-18,5,Shanghai Dota 2 Open #1,3,7684.0,92208.0,2016-01-03,9844,36,0.6852191250847464,832.1073736399178,96904336,953926283584,1296,46656,1
62,2016-01-27,fenrir,Vici Gaming,1989-01-18,5,MarsTV Dota 2 League 2015 Winter,5,13883.0,274886.0,2016-01-31,9870,37,0.7506918648664372,772.9269140753665,97416900,961504803000,1369,50653,1
62,2016-02-25,fenrir,Vici Gaming,1989-01-18,5,The Shanghai Major 2016,13,30000.0,3000000.0,2016-03-06,9899,38,0.8939484827604671,599.9211244104356,97990201,970004999699,1444,54872,1
62,2016-04-22,fenrir,EHOME,1989-01-18,5,ESL One Manila 2016,7,12500.0,250000.0,2016-04-24,9956,39,0.745003851405163,615.0037129769432,99121936,986857994816,1521,59319,1
62,2016-05-18,fenrir,EHOME,1989-01-18,5,Dota2 Professional League Season 1,9,14000.0,72000.0,2016-07-17,9982,40,0.6703911884131896,791.9779246275981,99640324,994609714168,1600,64000,1
64,2012-08-26,fluffnstuff,CompLexity Gaming,1992-08-02,4,The International 2012,7,25000.0,1775000.0,2012-09-02,7329,0,1.0,1063.9391711539508,53714241,393671672289,0,0,1
64,2013-02-10,fluffnstuff,Team Liquid,1992-08-02,4,The Premier League Season 4,2,3000.0,20000.0,2013-04-28,7497,1,0.6882530765849391,1127.565094498041,56205009,421368952473,1,1,1
64,2013-03-14,fluffnstuff,Team Liquid,1992-08-02,4,DreamHack Dota 2 Invitational,3,1000.0,10000.0,2013-04-18,7529,2,0.640082098733365,1137.41330776042,56685841,426787696889,4,8,1
64,2013-03-16,fluffnstuff,Team Liquid,1992-08-02,4,G-1 Champions League Season 5,5,1629.0,65157.0,2013-05-26,7531,3,0.7703325778322682,1048.5391411870817,56715961,427127902291,9,27,1
64,2013-05-20,fluffnstuff,Team Liquid,1992-08-02,4,RaidCall Dota 2 League Season 3,3,2000.0,11000.0,2013-07-17,7596,4,0.6467057779304365,1088.1361646507664,57699216,438283244736,16,64,1
64,2013-06-15,fluffnstuff,Team Liquid,1992-08-02,4,DreamHack Summer 2013,5,1547.0,58798.0,2013-06-17,7622,6,0.7631958982807595,1008.9645958529945,58094884,442799205848,36,216,1
64,2013-08-02,fluffnstuff,Team Liquid,1992-08-02,4,The International 2013,7,43116.0,3219309.0,2013-08-11,7670,7,1.0,893.6470390661746,58828900,451217663000,49,343,1
64,2013-09-11,fluffnstuff,Team Liquid,1992-08-02,5,WePlay Dota2 League Season 2,3,4000.0,41000.0,2013-11-10,7710,8,0.7088125512685809,1109.3412890497323,59444100,458314011000,64,512,1
64,2013-10-17,fluffnstuff,Team Liquid,1992-08-02,5,Dota 2 Champions League Season 1,4,3000.0,68000.0,2014-01-15,7746,9,0.7425760837359738,910.8429752326446,60000516,464763996936,81,729,1
64,2013-11-04,fluffnstuff,Team Liquid,1992-08-02,4,ASUS ROG DreamLeague Kick-Off Season,4,2500.0,55000.0,2013-11-30,7764,10,0.7284166516894216,876.4451640164463,60279696,468011559744,100,1000,1
64,2013-11-22,fluffnstuff,Team Liquid,1992-08-02,4,MLG Championship Columbus,5,2739.0,136959.0,2013-11-24,7782,11,0.7893020753508921,765.3224466216511,60559524,471274215768,121,1331,1
64,2014-01-31,fluffnstuff,Team Liquid,1992-08-02,4,Electronic Sports Prime Shock Therapy Cup,3,1000.0,15000.0,2014-02-08,7852,12,0.6417092132659893,862.1748816737074,61653904,484106454208,144,1728,1
64,2014-02-09,fluffnstuff,Team Liquid,1992-08-02,5,Dota 2 Champions League Season 2,4,12300.0,197100.0,2014-04-15,7861,13,0.8135955316562243,642.7144723778291,61795321,485773018381,169,2197,1
64,2014-02-18,fluffnstuff,Team Liquid,1992-08-02,4,XMG Captains Draft Invitational,3,4825.0,43425.0,2014-04-01,7870,14,0.7126473515968931,701.164844968458,61936900,487443403000,196,2744,1
64,2014-03-07,fluffnstuff,Team Liquid,1992-08-02,4,Monster Energy Invitational,3,2000.0,17000.0,2014-03-09,7887,15,0.6500619552345394,735.5471859966874,62204769,490609013103,225,3375,1
64,2014-09-01,fluffnstuff,Sneaky Nyx Assassins,1992-08-02,4,Dota 2 Champions League Season 4,4,7624.0,76236.0,2014-11-02,8065,16,0.6934773686435066,676.1576312325492,65044225,524581674625,256,4096,1
64,2014-10-09,fluffnstuff,Sneaky Nyx Assassins,1992-08-02,4,ESL One New York 2014,5,7051.0,141012.0,2014-10-10,8103,17,0.7314165200131894,649.3943402445027,65658609,532031708727,289,4913,1
64,2015-10-03,fluffnstuff,Team Archon,1992-08-02,5,ESL One New York 2015,5,14331.0,286621.0,2015-10-04,8462,18,0.7531976044392572,634.9537339921121,71605444,605925267128,324,5832,1
64,2016-02-25,fluffnstuff,Team Archon,1992-08-02,5,The Shanghai Major 2016,13,30000.0,3000000.0,2016-03-06,8607,19,0.8939484827604671,453.49011177158616,74080449,637610424543,361,6859,1
65,2013-03-14,fly,Fnatic.EU,1993-03-09,5,DreamHack Dota 2 Invitational,3,1000.0,10000.0,2013-04-18,7310,0,0.640082098733365,1294.7843333627904,53436100,390617891000,0,0,1
65,2013-03-18,fly,Fnatic.EU,1993-03-09,5,RaidCall EMS One Spring Season,5,2000.0,28000.0,2013-04-21,7314,1,0.7116365615251168,1286.3343925423133,53494596,391259475144,1,1,1
65,2013-05-19,fly,Fnatic,1993-03-09,5,StarLadder StarSeries Season 6,4,1500.0,39000.0,2013-07-07,7376,2,0.7346645672714983,1417.732569727987,54405376,401294053376,4,8,1
65,2013-05-20,fly,Fnatic,1993-03-09,5,RaidCall Dota 2 League Season 3,3,2000.0,11000.0,2013-07-17,7377,3,0.6467057779304365,1568.5057220919628,54420129,401457291633,9,27,1
65,2013-06-15,fly,Fnatic,1993-03-09,5,DreamHack Summer 2013,5,1547.0,58798.0,2013-06-17,7403,5,0.7631958982807595,1816.2554981031926,54804409,405717039827,25,125,1
65,2013-06-28,fly,Fnatic,1993-03-09,5,Corsair Gaming Summer Tournament 2013,3,1500.0,29500.0,2013-07-26,7416,6,0.7152632642379757,1770.9928682136094,54997056,407858167296,36,216,1
65,2013-08-02,fly,Fnatic,1993-03-09,5,The International 2013,7,43116.0,3219309.0,2013-08-11,7451,7,1.0,1991.1768879035737,55517401,413660154851,49,343,1
65,2013-08-31,fly,Fnatic,1993-03-09,5,StarLadder StarSeries Season 7,4,1500.0,27000.0,2013-10-13,7480,8,0.6809350606569111,1721.6325966322706,55950400,418508992000,64,512,1
65,2013-09-02,fly,Fnatic,1993-03-09,4,RaidCall EMS One Fall Season,2,7000.0,35000.0,2013-12-08,7482,9,0.6982534980393392,1882.03356369195,55980324,418844784168,81,729,1
65,2013-09-11,fly,Fnatic,1993-03-09,5,WePlay Dota2 League Season 2,4,2000.0,41000.0,2013-11-10,7491,10,0.7088125512685809,2004.3253540650708,56115081,420358071771,100,1000,1
65,2013-10-17,fly,Fnatic,1993-03-09,5,Dota 2 Champions League Season 1,4,3000.0,68000.0,2014-01-15,7527,11,0.7425760837359738,2112.83714280294,56655729,426447672183,121,1331,1
65,2013-10-21,fly,Fnatic,1993-03-09,5,Fragbite Masters 2013,2,7603.0,34969.0,2013-12-14,7531,12,0.6981943638488097,2041.9163343227312,56715961,427127902291,144,1728,1
65,2013-11-04,fly,Fnatic,1993-03-09,5,ASUS ROG DreamLeague Kick-Off Season,2,15000.0,55000.0,2013-11-30,7545,13,0.7284166516894216,2003.897185421029,56927025,429514403625,169,2197,1
65,2013-11-22,fly,Fnatic,1993-03-09,5,MLG Championship Columbus,5,2739.0,136959.0,2013-11-24,7563,14,0.7893020753508921,2082.930413924955,57198969,432595802547,196,2744,1
65,2013-11-25,fly,Fnatic,1993-03-09,5,StarLadder StarSeries Season 8,4,12400.0,130200.0,2014-01-19,7566,15,0.7859246331689069,2008.4570310454167,57244356,433110797496,225,3375,1
65,2013-12-04,fly,Fnatic,1993-03-09,5,Netolic Pro League #4 West,1,6000.0,15000.0,2013-12-12,7575,16,0.6417092132659893,1851.7461140546498,57380625,434658234375,256,4096,1
65,2014-01-07,fly,Fnatic,1993-03-09,5,Dota 2 League Season 4,2,15000.0,50000.0,2014-01-08,7609,17,0.7220561423566209,1899.8729440459936,57896881,440537367529,289,4913,1
65,2014-01-31,fly,Fnatic,1993-03-09,5,Electronic Sports Prime Shock Therapy Cup,3,1000.0,15000.0,2014-02-08,7633,18,0.6417092132659893,1821.7372224980888,58262689,444719105137,324,5832,1
65,2014-02-04,fly,Fnatic,1993-03-09,5,MLG T.K.O. Europe,1,14000.0,34500.0,2014-04-16,7637,19,0.6972932679879514,2078.482478348452,58323769,445418623853,361,6859,1
65,2014-02-09,fly,Fnatic,1993-03-09,5,Dota 2 Champions League Season 2,4,12300.0,197100.0,2014-04-15,7642,20,0.8135955316562243,2294.5513759509404,58400164,446294053288,400,8000,1
65,2014-02-18,fly,Fnatic,1993-03-09,5,XMG Captains Draft Invitational,1,19300.0,43425.0,2014-04-01,7651,21,0.7126473515968931,2327.6145146554004,58537801,447872715451,441,9261,1
65,2014-03-03,fly,Fnatic,1993-03-09,4,ASUS ROG DreamLeague Season 1,5,22500.0,220000.0,2014-06-16,7664,22,0.8209307801908562,2356.0708512039955,58736896,450159570944,484,10648,1
65,2014-04-01,fly,Fnatic,1993-03-09,4,HyperX D2L Western Challenge,3,10278.0,64814.0,2014-06-24,7693,23,0.7393737407815365,2064.606767412199,59182249,455289041557,529,12167,1
65,2014-04-03,fly,Fnatic,1993-03-09,5,Fragbite Masters 2014,3,3000.0,15000.0,2014-04-26,7695,24,0.6417092132659893,1771.6734981601217,59213025,455644227375,576,13824,1
65,2014-04-25,fly,Fnatic,1993-03-09,5,Dota 2 Champions League Season 3,2,16959.0,81404.0,2014-06-25,7717,25,0.754582795865543,1768.2178775897828,59552089,459563470813,625,15625,1
65,2014-06-05,fly,Fnatic,1993-03-09,5,The Summit 1,5,3309.0,132352.0,2014-06-08,7758,26,0.7870186380583772,1772.9975979146666,60186564,466927363512,676,17576,1
65,2014-06-28,fly,Fnatic,1993-03-09,5,ESL One Frankfurt 2014,3,21090.0,210900.0,2014-06-29,7781,27,0.8181116698405347,1814.2440121085015,60543961,471092560541,729,19683,1
65,2014-07-08,fly,Fnatic,1993-03-09,5,The International 2014,13,21848.0,10967674.0,2014-07-21,7791,28,1.0,1858.0608479486505,60699681,472911214671,784,21952,1
65,2015-07-27,fly,CompLexity Gaming,1993-03-09,5,The International 2015,9,221155.0,17600281.0,2015-08-08,8175,29,1.0,1859.9751923908912,66830625,546340359375,841,24389,1
65,2015-10-16,fly,(monkey) Business,1993-03-09,5,MLG World Finals 2015,3,34194.0,250759.0,2015-10-18,8256,30,0.7451855527393525,1674.7342002680455,68161536,562741641216,900,27000,1
65,2015-12-09,fly,OG,1993-03-09,5,The Summit 4,4,11487.0,64325.0,2015-12-13,8310,31,0.6636349163664429,1587.1481970374293,69056100,573856191000,961,29791,1
65,2016-01-27,fly,OG,1993-03-09,5,MarsTV Dota 2 League 2015 Winter,3,27766.0,274886.0,2016-01-31,8359,32,0.7506918648664372,1680.1556148503525,69872881,584067412279,1024,32768,1
65,2016-02-25,fly,OG,1993-03-09,5,The Shanghai Major 2016,7,105000.0,3000000.0,2016-03-06,8388,33,0.8939484827604671,1716.6017998911186,70358544,590167467072,1089,35937,1
65,2016-03-19,fly,OG,1993-03-09,5,Dota Pit League Season 4,3,25386.0,296819.0,2016-03-20,8411,34,0.755293201653894,1638.7089306246571,70744921,595035530531,1156,39304,1
65,2016-04-14,fly,OG,1993-03-09,5,StarLadder i-League Invitational #1,4,7500.0,99500.0,2016-04-17,8437,35,0.6897811827873919,1675.5721186760943,71182969,600570709453,1225,42875,1
65,2016-05-09,fly,OG,1993-03-09,5,EPICENTER 2016,3,60000.0,400000.0,2016-05-15,8462,36,0.773175741604593,1816.748352575702,71605444,605925267128,1296,46656,1
65,2016-05-21,fly,OG,1993-03-09,5,DreamLeague Season 5,1,50000.0,100000.0,2016-05-22,8474,37,0.6900816331862527,1802.2385411722462,71808676,608506720424,1369,50653,1
65,2016-06-03,fly,OG,1993-03-09,5,The Manila Major 2016,1,1110000.0,3000000.0,2016-06-12,8487,38,0.8939484827604671,2193.2555538329543,72029169,611311557303,1444,54872,1
65,2016-06-17,fly,OG,1993-03-09,5,ESL One Frankfurt 2016,1,157273.0,314546.0,2016-06-19,8501,39,0.7587701737060174,2070.011223764122,72267001,614341775501,1521,59319,1
65,2016-07-13,fly,OG,1993-03-09,5,The Summit 5,2,22735.0,101045.0,2016-07-17,8527,40,0.690704753194093,1957.2103565081238,72709729,619995859183,1600,64000,1
65,2016-08-02,fly,OG,1993-03-09,5,The International 2016,9,311557.0,13916298.0,2016-08-13,8547,41,1.0,2239.100266785499,73051209,624368683323,1681,68921,1
65,2016-09-28,fly,OG,1993-03-09,5,Mars Dota 2 League 2016 Autumn,3,31250.0,250000.0,2016-10-02,8604,42,0.7556410841788738,1989.7781803210669,74028816,636943932864,1764,74088,1
65,2016-10-17,fly,OG,1993-03-09,5,FACEIT Invitational,3,4000.0,41000.0,2016-10-19,8623,43,0.6457294799450749,1875.9504210901614,74356129,641172900367,1849,79507,1
65,2016-11-16,fly,OG,1993-03-09,5,The Summit 6,2,22500.0,100000.0,2016-11-20,8653,44,0.6999346815311969,2004.62445727141,74874409,647888261077,1936,85184,1
65,2016-12-03,fly,OG,1993-03-09,5,The Boston Major 2016,1,1000000.0,3000000.0,2016-12-10,8670,45,0.9067123605322307,2335.9321482792793,75168900,651714363000,2025,91125,1
65,2017-02-11,fly,OG,1993-03-09,5,Elimination Mode 3.0,1,12000.0,35000.0,2017-02-17,8740,46,0.6361101638956798,2019.345567167069,76387600,667627624000,2116,97336,1
65,2017-02-23,fly,OG,1993-03-09,5,StarLadder i-League StarSeries Season 3,3,30000.0,300000.0,2017-02-26,8752,47,0.7667254242259913,2153.976574685321,76597504,670381355008,2209,103823,1
65,2017-03-27,fly,OG,1993-03-09,5,Dota 2 Asia Championships 2017,2,91799.0,611987.0,2017-04-04,8784,48,0.8100683113293884,2174.9508508679937,77158656,677761634304,2304,110592,1
65,2017-04-24,fly,OG,1993-03-09,5,The Kiev Major 2017,1,1000000.0,3000000.0,2017-04-30,8812,49,0.9067123605322307,2400.124831676595,77651344,684263643328,2401,117649,1
65,2017-05-25,fly,OG,1993-03-09,5,The Manila Masters,5,10000.0,250000.0,2017-05-28,8843,50,0.7556410841788738,2158.1963474085387,78198649,691510653107,2500,125000,1
65,2017-06-04,fly,OG,1993-03-09,5,EPICENTER 2017,7,10000.0,500000.0,2017-06-11,8853,51,0.797781351008155,2215.7184839622387,78375609,693859266477,2601,132651,1
65,2017-07-05,fly,OG,1993-03-09,5,Mars Dota 2 League 2017,4,18750.0,250000.0,2017-07-09,8884,52,0.7556410841788738,2232.388384452849,78925456,701173751104,2704,140608,1
66,2017-05-25,flysolo,Clutch Gamers,1991-12-25,5,The Manila Masters,7,5000.0,250000.0,2017-05-28,9283,0,0.7556410841788738,1122.496725105558,86174089,799954068187,0,0,1
66,2017-06-04,flysolo,Clutch Gamers,1991-12-25,5,EPICENTER 2017,9,5000.0,500000.0,2017-06-11,9293,1,0.797781351008155,1052.01533144909,86359849,802542076757,1,1,1
66,2017-07-05,flysolo,Clutch Gamers,1991-12-25,5,Mars Dota 2 League 2017,7,6250.0,250000.0,2017-07-09,9324,2,0.7556410841788738,1040.1353206730853,86936976,810600364224,4,8,1
