country,name,dob,team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,Dota Pit League Season 3,2015-01-21,2015-07-12,1143.0268210399186,1190.8321657621975,1139.2061034886935,1237.8725776638898
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,ESL One Frankfurt 2015,2015-06-20,2015-06-21,1114.9337130067695,1159.8100315262407,1114.1455961175805,1158.7141913100604
Romania,Pittner Armand,1991-02-20,Cloud 9,BOne7,MarsTV Dota 2 League 2015 Spring,2015-06-03,2015-06-07,1169.5935050320645,1210.9814176149282,1179.158424475465,1253.6530559115433
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,The Summit 3,2015-05-13,2015-05-17,1244.1980410962167,1351.142869345412,1197.7247174526829,1249.973133709221
Romania,Pittner Armand,1991-02-20,Cloud 9,BOne7,StarLadder StarSeries Season 12,2015-03-09,2015-04-26,1167.4530183685035,1284.2195056421688,1221.325972580997,1315.4897590564035
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,1149.3156750001592,1214.055075256465,1164.5345149746495,1283.2111511143175
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,Dota Pit League Season 2,2014-09-25,2014-12-23,1134.9288464168815,1191.8487869161124,1138.8448021608044,1171.5392400311855
Romania,Pittner Armand,1991-02-20,Cloud 9,BOne7,The Summit 2,2014-12-03,2014-12-07,1153.8985660801206,1213.6451765570735,1215.142545189392,1330.928956936698
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,ESL One New York 2014,2014-10-09,2014-10-10,1176.0213508254235,1293.0885667412401,1170.380789384753,1278.2416433358826
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,World Cyber Arena 2014,2014-10-02,2014-10-05,1127.4238103454586,1164.9218053640927,1180.9332798250002,1301.267291786069
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,World E-sport Championships 2014,2014-09-05,2014-09-07,1145.1991547617877,1287.7938624211342,1154.76768162554,1315.7412691466914
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,The International 2014,2014-07-08,2014-07-21,1078.2071696453027,1120.8265208710975,1122.6462725182562,1216.560033444614
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,ESL One Frankfurt 2014,2014-06-28,2014-06-29,1083.7778738745337,1129.4330055945911,1083.2033970251084,1128.545464984799
Romania,Pittner Armand,1991-02-20,Cloud9,BOne7,HyperX D2L Western Challenge,2014-04-01,2014-06-24,1180.4149886520888,1277.2657162717085,1113.9556966851578,1190.6725352397698
Philippines,Marvin Rushton,1993-01-06,Clutch Gamers,Boombacs,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1004.5543338896007,1012.9360353766024,984.8502854125087,987.453683487893
Philippines,Marvin Rushton,1993-01-06,Clutch Gamers,Boombacs,EPICENTER 2017,2017-06-04,2017-06-11,1072.871533838757,1044.6120638897698,1006.6152205740635,961.0990128591529
Philippines,Marvin Rushton,1993-01-06,Clutch Gamers,Boombacs,The Manila Masters,2017-05-25,2017-05-28,1150.1783241512155,1191.645138767326,1106.62457193458,1100.1355383637042
Thailand,Anurat Praianun,1990-06-30,Signature.Trust,Boombell,World Electronic Sports Games 2016,2017-01-12,2017-01-15,,,,
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266006,1052.3633482470038,1074.4041470384716
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,DOTA Summit 7,2017-06-14,2017-06-18,1096.4426646529043,1133.0058944376215,1100.7723610455416,1141.0941979608465
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,ZOTAC Cup Masters,2017-05-30,2017-06-03,1106.8915589544592,1167.2198058644901,1104.025603371669,1143.4636679799098
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,The Kiev Major 2017,2017-04-24,2017-04-30,1090.7953715845747,1154.6693232927573,1065.8393712890745,1091.3426159034136
USA,Kanishka Sosale,1991-07-10,Team Secret,BuLba,The International 2016,2016-08-02,2016-08-13,1126.2660324051415,1216.5510295524525,945.0322352283846,919.035685304452
USA,Kanishka Sosale,1991-07-10,Team Secret,BuLba,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,935.6070327167314,905.1529111841406,1008.5881484067247,1012.8306526236238
USA,Kanishka Sosale,1991-07-10,Evil Geniuses,BuLba,The Manila Major 2016,2016-06-03,2016-06-12,1064.5792793923904,1069.3431385991776,1040.2184315296486,1046.8112369596554
USA,Kanishka Sosale,1991-07-10,Evil Geniuses,BuLba,EPICENTER 2016,2016-05-09,2016-05-15,1119.4717379598924,1166.442882482159,1073.5987518954614,1079.0279560476918
USA,Kanishka Sosale,1991-07-10,Evil Geniuses,BuLba,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1106.5430190509808,1111.0434499973082,1126.2325612258396,1175.8617704263065
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,World Cyber Arena 2015,2015-12-17,2015-12-20,1022.4584644184547,1044.2155862216973,1021.9996224991527,1043.3122312964886
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,The Summit 4,2015-12-09,2015-12-13,1057.3805244713085,1070.9441220632532,1049.8796586732874,1092.299285836716
USA,Kanishka Sosale,1991-07-10,Digital Chaos,BuLba,Nanyang Dota 2 Championships Season 1,2015-10-26,2015-11-01,1031.368092333424,1057.815637467278,1059.5462534417559,1119.7238141599448
USA,Kanishka Sosale,1991-07-10,Mousesports,BuLba,Dota Pit League Season 3,2015-01-21,2015-07-12,1029.9452334345733,1053.6004690655366,999.6224728666208,1014.1165713438772
USA,Kanishka Sosale,1991-07-10,Mousesports,BuLba,joinDOTA MLG Pro League Season 2,2015-04-20,2015-06-07,1015.0892849024827,1026.79804385236,1075.4280556333715,1146.9751663612124
USA,Kanishka Sosale,1991-07-10,Team Tinker,BuLba,StarLadder StarSeries Season 12,2015-03-09,2015-04-26,1267.5522938700242,1363.711917591403,1169.4142988435958,1199.403571574252
USA,Kanishka Sosale,1991-07-10,Team Tinker,BuLba,Dota Pit League Season 2,2014-09-25,2014-12-23,1081.2505093709826,1125.3744643408988,1028.2158483539577,1058.283588782868
USA,Kanishka Sosale,1991-07-10,Team Tinker,BuLba,XMG Captains Draft 2.0,2014-10-31,2014-12-21,1096.7171358233134,1126.4443695476511,1287.5157137791832,1369.4865871530965
USA,Kanishka Sosale,1991-07-10,Team Tinker,BuLba,ASUS ROG DreamLeague Season 2,2014-10-06,2014-11-29,1075.3277594569324,1116.2353019695142,1058.8426915875398,1073.5047568568905
USA,Kanishka Sosale,1991-07-10,Team Tinker,BuLba,Dota 2 Champions League Season 4,2014-09-01,2014-11-02,1157.1901115726125,1282.4810763336873,1075.9249445509856,1098.9163326697571
USA,Kanishka Sosale,1991-07-10,Team Tinker,BuLba,StarLadder StarSeries Season 10,2014-08-15,2014-10-26,1096.8474248287796,1157.1029670387065,1237.6715804466132,1317.4339996361746
USA,Kanishka Sosale,1991-07-10,Na`Vi North America,BuLba,ESL One New York 2014,2014-10-09,2014-10-10,,,,
USA,Kanishka Sosale,1991-07-10,Team Liquid,BuLba,The International 2014,2014-07-08,2014-07-21,1120.921068749353,1197.8649208701027,1111.2731749288596,1163.501024857641
USA,Kanishka Sosale,1991-07-10,Team Liquid,BuLba,HyperX D2L Western Challenge,2014-04-01,2014-06-24,1245.6630402900016,1290.4955269999193,1137.0604483730838,1175.5407083423277
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,The International 2017,2017-08-02,2017-08-12,1026.285524470076,1062.3127803988295,937.2992961295672,917.5862963505008
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,Mars Dota 2 League 2017,2017-07-05,2017-07-09,997.297532061228,1004.3014337702,1050.5185408752761,1084.9519189513048
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,EPICENTER 2017,2017-06-04,2017-06-11,824.1045821460358,751.3869578793867,1053.1778271712913,1102.3860464151132
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,The Manila Masters,2017-05-25,2017-05-28,996.4167270604026,1005.7033835662207,1102.8212374393822,1116.1734124805885
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,StarLadder i-League Invitational #2,2017-05-18,2017-05-21,861.800695289737,789.3353142860848,898.9775858019899,853.1593526393117
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,The Kiev Major 2017,2017-04-24,2017-04-30,825.4062134609364,769.4216157569333,1004.1893417644393,994.4024823296703
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1023.5832950873984,1052.35205636849,991.9793348692788,1003.0077022362634
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,Dota Pit League Season 5,2017-01-20,2017-01-22,1077.6507016540816,1099.1627827961142,961.0216679090818,940.51850609538
China,Xu Zhilei,1988-04-02,Vici Gaming,BurNIng,The Shanghai Major 2016,2016-02-25,2016-03-06,1146.0293662598308,1244.0867753307798,948.4258957377596,917.6673331179993
China,Xu Zhilei,1988-04-02,Vici Gaming,BurNIng,MarsTV Dota 2 League 2015 Winter,2016-01-27,2016-01-31,1082.0551990538033,1118.9788760979486,1019.7788160599736,1031.139615177337
China,Xu Zhilei,1988-04-02,Vici Gaming,BurNIng,The Summit 4,2015-12-09,2015-12-13,1071.0340416696388,1092.4540997882007,1088.0271318420548,1110.0444505893358
China,Xu Zhilei,1988-04-02,Vici Gaming,BurNIng,Frankfurt Major 2015,2015-11-13,2015-11-21,999.8253321920121,1000.3053658718657,1080.3998991581916,1104.6441976975373
China,Xu Zhilei,1988-04-02,Vici Gaming,BurNIng,Nanyang Dota 2 Championships Season 1,2015-10-26,2015-11-01,925.0978638505513,904.9216219676706,1187.4997973038373,1343.4185817752816
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,The International 2015,2015-07-27,2015-08-08,1142.5603152912133,1235.6188055167745,1118.7668286621156,1176.781780709724
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,ESL One Frankfurt 2015,2015-06-20,2015-06-21,1182.9660501529115,1304.9890254558472,1000.7684400849176,1002.4197141640441
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,MarsTV Dota 2 League 2015 Spring,2015-06-03,2015-06-07,1048.6466061711965,1044.1156839273058,1150.7967817376766,1272.3485849563706
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,i-League Season 3,2015-04-06,2015-05-23,1254.7652665205976,1381.1825186399365,1118.4321884181472,1229.100091306208
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,The Summit 3,2015-05-13,2015-05-17,999.5063219874927,995.7409119382982,948.3795467674366,915.8865729491494
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,StarLadder StarSeries Season 12,2015-03-09,2015-04-26,993.0832426010298,1023.9944118526171,1031.893751341594,1058.3353482672478
China,Xu Zhilei,1988-04-02,Big God,BurNIng,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,1137.1547590397258,1271.8251870946667,1184.8560954964667,1278.5689558660542
China,Xu Zhilei,1988-04-02,Big God,BurNIng,i-League Season 2,2014-11-17,2015-01-10,,,,
China,Xu Zhilei,1988-04-02,Team DK,BurNIng,The International 2014,2014-07-08,2014-07-21,1120.921068749353,1197.8649208701027,1111.2731749288596,1163.501024857641
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,EPICENTER 2017,2017-06-04,2017-06-11,1138.4168702722882,1286.4126055125314,962.0734503140344,966.1420957326027
China,Xu Zhilei,1988-04-02,Invictus Gaming,BurNIng,The Manila Masters,2017-05-25,2017-05-28,1104.965760325334,1118.596419127932,994.4684932130008,1002.0742825017636
Philippines,Mark Adrian,1993-06-10,Execration,BYB,World Cyber Arena 2015,2015-12-17,2015-12-20,973.9870481345121,943.3012692126724,974.5185106841452,944.4596633918883
Brazil,Emilano Ito,1993-02-12,SG e-sports,C4t,The Kiev Major 2017,2017-04-24,2017-04-30,1052.6924395721014,1096.309303210213,1063.1789954612136,1144.0737590658568
Brazil,Emilano Ito,1993-02-12,SG e-sports,C4t,World Electronic Sports Games 2016,2017-01-12,2017-01-15,,,,
Romania,Mihai Antonio,1996-10-17,CompLexity Gaming,CanceL^^,The Boston Major 2016,2016-12-03,2016-12-10,1054.2140365881794,1090.7636458601241,1103.6090365277942,1131.676269634873
Romania,Mihai Antonio,1996-10-17,CompLexity Gaming,CanceL^^,Northern Arena BEAT Invitational,2016-11-10,2016-11-13,1183.1537298367225,1265.4178630176214,966.4666059823198,957.295650182186
Philippines,James Palatolon,1993-09-28,Execration,CartMaN,The International 2017,2017-08-02,2017-08-12,1043.3333551285282,1115.0010651979428,984.7764649870157,1000.5343320869316
Philippines,Mark Pilar,1987-05-12,Mineski.Sports5,Cast,The Manila Major 2016,2016-06-03,2016-06-12,1018.15190812247,1021.4466160939476,998.764596681862,1003.608742194747
Philippines,Mark Pilar,1987-05-12,Rave,Cast,The Summit 3,2015-05-13,2015-05-17,988.8017506295488,972.519813891586,967.9350101661518,932.500872413661
Philippines,Mark Pilar,1987-05-12,Rave,Cast,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,1174.839124447594,1255.3431273496042,1101.7008516545607,1168.8651259916514
Philippines,Mark Pilar,1987-05-12,Rave,Cast,ASUS ROG DreamLeague Season 2,2014-10-06,2014-11-29,1172.5689133880676,1312.9302898352466,1195.018357943009,1299.1222651066487
Philippines,Mark Pilar,1987-05-12,Rave,Cast,i-League Season 1,2014-08-11,2014-09-28,,,1063.8624155782522,1116.4254327049694
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,StarLadder i-League Invitational #2,2017-05-18,2017-05-21,1154.5918082621342,1228.0190499318555,1107.6322690278776,1114.4304150329415
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,World Cyber Arena 2016,2016-12-14,2016-12-16,1005.8687488911273,1029.9707832842007,1005.7885391430173,1029.5611646376233
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1123.9171646698192,1265.0995514599053,1093.3943167828936,1198.6211043112278
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1104.6526099922066,1175.8364288768014,1015.3078702615608,1022.8698849195239
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,StarLadder i-League Invitational #1,2016-04-14,2016-04-17,1017.2074087247768,1025.7077862938938,1016.8558494953306,1025.1825584873832
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,SL i-League StarSeries Season 1,2016-01-13,2016-01-17,1047.459508541468,1086.4439439603848,1055.7124708853967,1114.0759626307447
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,Game Show Global eSports Cup Season 1,2015-11-30,2015-12-06,1020.9432580876712,1033.5244254453994,1052.8686288375734,1083.6605360146298
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,Frankfurt Major 2015,2015-11-13,2015-11-21,1124.486261640564,1231.7474619639445,1073.3029893082924,1111.6579908302883
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,ESL One New York 2015,2015-10-03,2015-10-04,1089.5076427661616,1161.4839228592987,976.3694932272175,961.4302722143996
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,The International 2015,2015-07-27,2015-08-08,1074.4997435104249,1083.1519748294431,965.0212085452592,942.9075949301019
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,Dota Pit League Season 3,2015-01-21,2015-07-12,,,1102.4333888652243,1137.1373766453842
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,Esportal Dota 2 League,2014-11-28,2015-07-05,,,1025.4813188331586,1037.3418495757153
Ukraine,Semion Krivulya,1994-03-09,Vega Squadron,CemaTheSlayeR,ASUS ROG DreamLeague Season 3,2015-03-28,2015-06-15,1007.0660569550099,1048.7862176471092,1029.240677670305,1042.8510389986427
China,Yang Shenyi,1998-08-16,MAX.Y,Chalice,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1066.2604206125984,1126.858833293757,1019.0155241536636,1026.4707431195784
China,Cao An,1995-10-09,To.be.or.not.to.be,ChaoYue,World Electronic Sports Games 2016,2017-01-12,2017-01-15,,,,
China,Cao An,1995-10-09,Speed Gaming.cn,ChaoYue,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,1111.9811465833502,1174.08710331766,1039.6428590270234,1106.3704912705175
China,Cao An,1995-10-09,Speed Gaming.cn,ChaoYue,i-League Season 2,2014-11-17,2015-01-10,910.6608399416632,849.7240444231663,966.9036072882719,965.9519261417424
China,Cao An,1995-10-09,Speed Gaming.cn,ChaoYue,National Electronic Sports Tournament 2014,2014-10-30,2014-11-02,1029.8715340505712,1068.8703427056093,1165.4036863332249,1243.829989719639
Russia,Vladimir Kuzmenko,1997-04-03,Team Empire,Chappie,DOTA Summit 7,2017-06-14,2017-06-18,1263.7374954534994,1441.2437732518051,937.3631707448293,872.9576909202713
Russia,Vladimir Kuzmenko,1997-04-03,Team Empire,Chappie,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,875.6271692165869,796.4850533094783,1037.4985083432928,1095.6575950855363
Russia,Vladimir Kuzmenko,1997-04-03,Team Empire,Chappie,DOTA Summit 7,2017-06-14,2017-06-18,984.5406398387537,950.8332977346604,1256.5776194293278,1429.2650035759643
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,The International 2016,2016-08-02,2016-08-13,1014.0302057380728,1010.80563551461,1024.1125639752836,1015.3075279084987
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,1240.0835610754589,1353.436893587889,1044.048147180954,1020.8078463658388
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1000.1100796755867,1032.3076067107368,1128.808019506068,1183.0780767647268
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,The Manila Major 2016,2016-06-03,2016-06-12,1045.9801480549957,1063.8001954251686,1043.21911565904,1059.9690984433466
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,EPICENTER 2016,2016-05-09,2016-05-15,1117.4416079614136,1203.4281183823034,1050.25226115418,1078.5837178301624
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,ESL One Manila 2016,2016-04-22,2016-04-24,1068.8395561741625,1076.7192235397445,931.0663866969376,915.2953851772536
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,Dota Pit League Season 4,2016-03-19,2016-03-20,1034.5634140265272,1060.4198033797788,1034.3264077589167,1060.0054961566032
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,The Shanghai Major 2016,2016-02-25,2016-03-06,1146.0293662598308,1244.0867753307798,948.4258957377596,917.6673331179993
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,MarsTV Dota 2 League 2015 Winter,2016-01-27,2016-01-31,1082.0551990538033,1118.9788760979486,1099.9598370050057,1122.015632046062
Sweden,Rasmus Blomdin,1992-12-26,CompLexity Gaming,Chessie,SL i-League StarSeries Season 1,2016-01-13,2016-01-17,918.3473419252922,912.7631109022012,1103.6681445354166,1195.3129418081473
Sweden,Rasmus Blomdin,1992-12-26,Alliance,Chessie,World Cyber Arena 2014,2014-10-02,2014-10-05,1114.8309662865213,1180.3999086505016,1096.9304870295623,1136.8867916484287
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,Dota Pit League Season 3,2015-01-21,2015-07-12,1040.3421952969036,1034.9683283167992,973.9805535892614,956.4346019294748
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,Esportal Dota 2 League,2014-11-28,2015-07-05,921.0060240804353,868.5509608217378,972.6966467320776,954.2849054126573
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,996.0299639520152,967.9583406202544,996.3193594381976,970.2940150277947
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,StarLadder StarSeries Season 11,2014-11-14,2015-01-18,1010.9008745542437,1063.1808684429614,1041.1836047492527,1035.6976560532316
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,Dota Pit League Season 2,2014-09-25,2014-12-23,1023.1464019197364,1034.697316893632,1070.0301537690711,1145.1071616298316
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,XMG Captains Draft 2.0,2014-10-31,2014-12-21,1011.5090839283088,1046.9425337821724,1063.4550468175887,1132.8519491998634
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,i-League Season 1,2014-08-11,2014-09-28,1117.632151034544,1179.6043451271664,989.35157214184,972.7854755123227
Belarus,Eugene Kastrama,1990-09-05,Power Rangers,Chshrct,Dota 2 Champions League Season 3,2014-04-25,2014-06-25,1086.329679669994,1141.7432714730646,1147.1577203031732,1223.460862817355
Malaysia,Wong Hock,1991-07-28,Vici Gaming,ChuaN,Galaxy Battles,2017-06-15,2017-06-18,836.9264657138008,769.5095873281251,995.2127110473963,1001.795205192302
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,The International 2016,2016-08-02,2016-08-13,1025.6112905273562,1022.699953359089,1154.3670067288049,1135.007123156598
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1143.9032990945932,1178.1635149730846,1252.0984726206702,1416.7618848594134
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,The Manila Major 2016,2016-06-03,2016-06-12,1298.7997763944416,1418.8800528474778,1281.854410220183,1391.6983783539292
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,EPICENTER 2016,2016-05-09,2016-05-15,1003.8565278600439,1059.1688896155888,1301.284161920068,1369.7389651054648
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,The Shanghai Major 2016,2016-02-25,2016-03-06,1010.434940768577,1040.1263403228334,1075.6697315782665,1108.025346679131
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,MarsTV Dota 2 League 2015 Winter,2016-01-27,2016-01-31,1156.824834782681,1232.066227858264,1110.0350004544634,1163.2778932378376
Malaysia,Wong Hock,1991-07-28,Newbee,ChuaN,World Cyber Arena 2015,2015-12-17,2015-12-20,993.2615238705839,973.2619765657961,993.3991955859241,973.8082528277124
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,ESL One New York 2015,2015-10-03,2015-10-04,932.4527779314737,890.5565649003457,942.299905388044,893.1021721477571
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,The International 2015,2015-07-27,2015-08-08,1142.5603152912133,1235.6188055167745,1118.7668286621156,1176.781780709724
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,ESL One Frankfurt 2015,2015-06-20,2015-06-21,1182.9660501529115,1304.9890254558472,1000.7684400849176,1002.4197141640441
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,MarsTV Dota 2 League 2015 Spring,2015-06-03,2015-06-07,1048.6466061711965,1044.1156839273058,1150.7967817376766,1272.3485849563706
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,i-League Season 3,2015-04-06,2015-05-23,1254.7652665205976,1381.1825186399365,1118.4321884181472,1229.100091306208
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,The Summit 3,2015-05-13,2015-05-17,999.5063219874927,995.7409119382982,948.3795467674366,915.8865729491494
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,StarLadder StarSeries Season 12,2015-03-09,2015-04-26,993.0832426010298,1023.9944118526171,1031.893751341594,1058.3353482672478
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,1111.9811465833502,1174.08710331766,1021.6302419120289,1039.0577269641879
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,i-League Season 2,2014-11-17,2015-01-10,910.6608399416632,849.7240444231663,966.9036072882719,965.9519261417424
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,World Cyber Arena 2014,2014-10-02,2014-10-05,911.439508910324,867.0924323516997,1102.0795660163647,1136.469935886295
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,i-League Season 1,2014-08-11,2014-09-28,1048.928443928609,1055.7005304083314,1271.4827964079516,1376.992320107879
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,The International 2014,2014-07-08,2014-07-21,1036.7674156818198,1043.5631348863908,1199.361612726063,1232.899957424969
Malaysia,Wong Hock,1991-07-28,Invictus Gaming,ChuaN,ESL One Frankfurt 2014,2014-06-28,2014-06-29,1126.743454797501,1188.612609253538,1065.774460834282,1074.8781702752935
Malaysia,Wong Hock,1991-07-28,Vici Gaming,ChuaN,Galaxy Battles,2017-06-15,2017-06-18,964.0223604154463,950.4956373744548,996.9621854906347,1004.8351944275523
Romania,Alexandru Craciunescu,1992-11-04,Burden United,ComeWithMe,ASUS ROG DreamLeague Season 3,2015-03-28,2015-06-15,,,966.127197127444,972.5755992661336
Romania,Alexandru Craciunescu,1992-11-04,Burden United,ComeWithMe,Dota 2 Champions League Season 5,2015-02-23,2015-05-10,,,1009.5962937050335,1026.8134451724934
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,DreamLeague Season 8,2017-12-01,2017-12-03,1140.686838676624,1217.1710154928387,1175.5424776150408,1271.0583719195447
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,ESL One Hamburg 2017,2017-10-26,2017-10-29,1082.5915260829795,1113.7678774011508,1095.80622629609,1134.4358595398649
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,The International 2017,2017-08-02,2017-08-12,1141.0440702474132,1186.0189664255288,1136.7938636689926,1179.480207759852
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.3831838696842,1295.309580940985,1174.1141777399876,1216.3633939577776
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,EPICENTER 2017,2017-06-04,2017-06-11,1191.5446101026794,1364.4690964178653,1244.093187287294,1359.950093900904
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,The Manila Masters,2017-05-25,2017-05-28,1172.1745565426215,1260.942093937493,1200.996211588939,1382.4535056453158
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,The Kiev Major 2017,2017-04-24,2017-04-30,1122.892268392536,1148.7770869898218,1150.1266107618699,1206.4685847412175
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1148.0512675309649,1209.6321506293746,1175.753644047773,1251.3635163005538
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,Dota Pit League Season 5,2017-01-20,2017-01-22,1132.9976529026426,1198.2429087650062,1202.9784565464186,1356.8377504232876
Denmark,Andreas Franck,1996-07-13,Evil Geniuses,Cr1t-,The Boston Major 2016,2016-12-03,2016-12-10,1169.6404702703305,1245.368135143586,1176.345067350784,1262.855458987469
