v1,id,player,start,country,name,dob,team,tour,end,ageattour,elo32diff,cumelo,intage,std,mean,normal,quarterattour,intage2,start2,ageattoursq,id_effect
530,25,Bimbo,2017-08-02,Philippines,Ryan Jay,1995-11-15,Execration,The International 2017,2017-08-12,7931,-58.556889,-20.07605,21,26.814976,-9.2843847,-.40244919,21,441,02aug2017,62900760,-76.020851
534,25,Bimbo,2017-12-07,Philippines,Ryan Jay,1995-11-15,Execration,ROG MASTERS 2017,2017-12-10,8058,-.30023164,-20.376282,22,26.814976,-9.2843847,-.41364563,22,484,07dec2017,64931364,-76.020851
572,26,Black^,2012-08-26,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The International 2012,2012-09-02,7031,-112.09733,-112.09733,19,164.00673,230.70143,-2.0901506,19,361,26aug2012,49434960,138.47076
568,26,Black^,2012-10-03,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The Premier League Season 3,2013-01-13,7069,-20.122843,-132.22017,19,164.00673,230.70143,-2.2128458,19,361,03oct2012,49970760,138.47076
569,26,Black^,2012-11-13,Germany,Dominik Reitmeier,1993-05-27,Mousesports,StarLadder StarSeries Season 4,2012-12-23,7110,-.44165227,-132.66183,19,164.00673,230.70143,-2.2155387,19,361,13nov2012,50552100,138.47076
571,26,Black^,2012-11-22,Germany,Dominik Reitmeier,1993-05-27,Mousesports,DreamHack Winter 2012,2012-11-25,7119,-.035250735,-132.69708,19,164.00673,230.70143,-2.2157536,19,361,22nov2012,50680160,138.47076
567,26,Black^,2012-11-26,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The Defense Season 3,2013-03-30,7123,65.92923,-66.767853,19,164.00673,230.70143,-1.8137625,19,361,26nov2012,50737128,138.47076
570,26,Black^,2012-11-29,Germany,Dominik Reitmeier,1993-05-27,Mousesports,World Cyber Games 2012,2012-12-02,7126,-.033593111,-66.801445,19,164.00673,230.70143,-1.8139675,19,361,29nov2012,50779876,138.47076
565,26,Black^,2012-12-12,Germany,Dominik Reitmeier,1993-05-27,Mousesports,RaidCall Dota 2 League Season 2,2013-04-10,7139,41.014816,-25.786627,19,164.00673,230.70143,-1.5638874,19,361,12dec2012,50965320,138.47076
563,26,Black^,2013-02-10,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The Premier League Season 4,2013-04-28,7199,73.746513,47.959885,19,164.00673,230.70143,-1.1142319,19,361,10feb2013,51825600,138.47076
566,26,Black^,2013-02-11,Germany,Dominik Reitmeier,1993-05-27,Mousesports,StarLadder StarSeries Season 5,2013-04-07,7200,41.876324,89.836205,19,164.00673,230.70143,-.858899,19,361,11feb2013,51840000,138.47076
581,26,Black^,2013-03-14,Germany,Dominik Reitmeier,1993-05-27,Mousesports,DreamHack Dota 2 Invitational,2013-04-18,7231,33.012619,122.84882,19,164.00673,230.70143,-.65761077,19,361,14mar2013,52287360,138.47076
564,26,Black^,2013-03-18,Germany,Dominik Reitmeier,1993-05-27,Mousesports,RaidCall EMS One Spring Season,2013-04-21,7235,2.6437876,125.49261,19,164.00673,230.70143,-.64149082,19,361,18mar2013,52345224,138.47076
580,26,Black^,2013-05-04,Germany,Dominik Reitmeier,1993-05-27,Mousesports,Curse Dota 2 Invitational,2013-05-19,7282,59.103092,184.5957,19,164.00673,230.70143,-.2811209,19,361,04may2013,53027524,138.47076
561,26,Black^,2013-05-19,Germany,Dominik Reitmeier,1993-05-27,Mousesports,StarLadder StarSeries Season 6,2013-07-07,7297,69.812469,254.40817,19,164.00673,230.70143,.14454743,19,361,19may2013,53246208,138.47076
558,26,Black^,2013-05-20,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The Premier League Season 5,2013-07-21,7298,-13.19157,287.92224,19,164.00673,230.70143,.34889311,19,361,20may2013,53260804,138.47076
557,26,Black^,2013-05-21,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The Defense Season 4,2013-07-24,7299,51.147785,339.07004,19,164.00673,230.70143,.66075706,19,361,21may2013,53275400,138.47076
562,26,Black^,2013-06-15,Germany,Dominik Reitmeier,1993-05-27,Mousesports,DreamHack Summer 2013,2013-06-17,7324,-10.858977,328.21106,20,164.00673,230.70143,.5945465,20,400,15jun2013,53640976,138.47076
560,26,Black^,2013-06-19,Germany,Dominik Reitmeier,1993-05-27,Mousesports,RaidCall EMS One Summer Season,2013-07-14,7328,129.82745,458.03851,20,164.00673,230.70143,1.3861449,20,400,19jun2013,53699584,138.47076
579,26,Black^,2013-06-28,Germany,Dominik Reitmeier,1993-05-27,Mousesports,Corsair Gaming Summer Tournament 2013,2013-07-26,7337,10.017777,468.05627,20,164.00673,230.70143,1.4472264,20,400,28jun2013,53831568,138.47076
556,26,Black^,2013-08-02,Germany,Dominik Reitmeier,1993-05-27,Mousesports,The International 2013,2013-08-11,7372,-149.73671,318.31958,20,164.00673,230.70143,.53423506,20,400,02aug2013,54346384,138.47076
555,26,Black^,2014-05-24,Germany,Dominik Reitmeier,1993-05-27,CIS Game,MarsTV Dota 2 League 2014,2014-05-25,7667,.017413659,318.33698,21,164.00673,230.70143,.53434122,21,441,24may2014,58782888,138.47076
577,26,Black^,2014-06-02,Germany,Dominik Reitmeier,1993-05-27,CIS Game,V Games Tournament,2014-06-25,7676,-1.3097728,317.02722,21,164.00673,230.70143,.52635515,21,441,02jun2014,58920976,138.47076
578,26,Black^,2014-06-16,Germany,Dominik Reitmeier,1993-05-27,CIS Game,GEST The Challenge June,2014-06-23,7690,-26.909424,290.1178,21,164.00673,230.70143,.36228004,21,441,16jun2014,59136100,138.47076
554,26,Black^,2014-07-08,Germany,Dominik Reitmeier,1993-05-27,CIS Game,The International 2014,2014-07-21,7712,2.3502288,292.46802,21,164.00673,230.70143,.3766101,21,441,08jul2014,59474944,138.47076
552,26,Black^,2014-08-11,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,i-League Season 1,2014-09-28,7746,59.855877,352.32388,21,164.00673,230.70143,.74157,21,441,11aug2014,60000516,138.47076
553,26,Black^,2014-09-05,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,World E-sport Championships 2014,2014-09-07,7771,-76.679474,275.64441,21,164.00673,230.70143,.2740314,21,441,05sep2014,60388440,138.47076
576,26,Black^,2014-09-09,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,Sina Cup Supernova Dota 2 Open Season 5,2014-09-21,7775,105.9639,381.60831,21,164.00673,230.70143,.9201262,21,441,09sep2014,60450624,138.47076
575,26,Black^,2014-09-12,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,ECL 2014 Autumn,2014-12-30,7778,-6.0341554,375.57416,21,164.00673,230.70143,.88333404,21,441,12sep2014,60497284,138.47076
551,26,Black^,2014-10-02,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,World Cyber Arena 2014,2014-10-05,7798,-68.044044,307.53012,21,164.00673,230.70143,.46844837,21,441,02oct2014,60808804,138.47076
550,26,Black^,2014-10-09,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,ESL One New York 2014,2014-10-10,7805,28.107677,335.63779,21,164.00673,230.70143,.63982964,21,441,09oct2014,60918024,138.47076
549,26,Black^,2014-10-30,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,National Electronic Sports Tournament 2014,2014-11-02,7826,-35.788414,299.84937,21,164.00673,230.70143,.42161652,21,441,30oct2014,61246276,138.47076
547,26,Black^,2014-11-17,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,i-League Season 2,2015-01-10,7844,-65.378395,234.47098,21,164.00673,230.70143,.022984166,21,441,17nov2014,61528336,138.47076
548,26,Black^,2014-12-03,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,The Summit 2,2014-12-07,7860,30.547859,265.01883,21,164.00673,230.70143,.20924395,21,441,03dec2014,61779600,138.47076
545,26,Black^,2015-01-21,Germany,Dominik Reitmeier,1993-05-27,Mousesports,Dota Pit League Season 3,2015-07-12,7909,-15.842123,249.17671,21,164.00673,230.70143,.11264961,21,441,21jan2015,62552280,138.47076
546,26,Black^,2015-01-29,Germany,Dominik Reitmeier,1993-05-27,Vici Gaming,Dota 2 Asia Championships 2015,2015-02-09,7917,51.709435,300.88614,21,164.00673,230.70143,.4279381,21,441,29jan2015,62678888,138.47076
544,26,Black^,2015-10-03,Germany,Dominik Reitmeier,1993-05-27,Fnatic,ESL One New York 2015,2015-10-04,8164,-.30723533,300.57892,22,164.00673,230.70143,.42606479,22,484,03oct2015,66650896,138.47076
574,26,Black^,2015-10-07,Germany,Dominik Reitmeier,1993-05-27,Fnatic,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-14,8168,135.08565,435.66458,22,164.00673,230.70143,1.2497239,22,484,07oct2015,66716224,138.47076
543,26,Black^,2015-10-26,Germany,Dominik Reitmeier,1993-05-27,Fnatic,Nanyang Dota 2 Championships Season 1,2015-11-01,8187,-49.072628,386.59195,22,164.00673,230.70143,.95051295,22,484,26oct2015,67026968,138.47076
542,26,Black^,2015-11-13,Germany,Dominik Reitmeier,1993-05-27,Fnatic,Frankfurt Major 2015,2015-11-21,8205,-13.672368,372.91959,22,164.00673,230.70143,.86714822,22,484,13nov2015,67322024,138.47076
573,26,Black^,2016-01-19,Germany,Dominik Reitmeier,1993-05-27,Mamas Boys,Captains Draft 3.0,2016-02-17,8272,-5.1551781,367.7644,22,164.00673,230.70143,.83571553,22,484,19jan2016,68425984,138.47076
541,26,Black^,2016-12-03,Germany,Dominik Reitmeier,1993-05-27,Team Faceless,The Boston Major 2016,2016-12-10,8591,-89.358627,278.40576,23,164.00673,230.70143,.29086822,23,529,03dec2016,73805280,138.47076
540,26,Black^,2017-01-20,Germany,Dominik Reitmeier,1993-05-27,Team Faceless,Dota Pit League Season 5,2017-01-22,8639,32.714424,311.12021,23,164.00673,230.70143,.49033824,23,529,20jan2017,74632320,138.47076
539,26,Black^,2017-03-27,Germany,Dominik Reitmeier,1993-05-27,Team Faceless,Dota 2 Asia Championships 2017,2017-04-04,8705,-87.617737,223.50246,23,164.00673,230.70143,-.043894317,23,529,27mar2017,75777024,138.47076
538,26,Black^,2017-04-24,Germany,Dominik Reitmeier,1993-05-27,Team Faceless,The Kiev Major 2017,2017-04-30,8733,22.470312,245.97278,23,164.00673,230.70143,.093114153,23,529,24apr2017,76265288,138.47076
537,26,Black^,2017-05-18,Germany,Dominik Reitmeier,1993-05-27,Team Faceless,StarLadder i-League Invitational #2,2017-05-21,8757,-49.910885,196.06189,23,164.00673,230.70143,-.21120803,23,529,18may2017,76685048,138.47076
536,26,Black^,2017-05-25,Germany,Dominik Reitmeier,1993-05-27,Team Faceless,The Manila Masters,2017-05-28,8764,58.301376,254.36327,24,164.00673,230.70143,.14427358,24,576,25may2017,76807696,138.47076
603,27,BLink,2015-10-16,China,Zhou Yang,1992-07-31,Wings Gaming,ECL 2015 Autumn,2015-12-30,8477,44.743382,44.743382,23,134.6861,330.24231,-2.119736,23,529,16oct2015,71859528,138.20753
594,27,BLink,2015-12-17,China,Zhou Yang,1992-07-31,Wings Gaming,World Cyber Arena 2015,2015-12-20,8539,4.6311092,49.374489,23,134.6861,330.24231,-2.0853515,23,529,17dec2015,72914520,138.20753
593,27,BLink,2016-01-13,China,Zhou Yang,1992-07-31,Wings Gaming,SL i-League StarSeries Season 1,2016-01-17,8566,8.3894787,57.763969,23,134.6861,330.24231,-2.0230622,23,529,13jan2016,73376352,138.20753
602,27,BLink,2016-03-19,China,Zhou Yang,1992-07-31,Wings Gaming,World Cyber Arena 2016 Chinese Qualifiers S1,2016-05-19,8632,131.17911,188.94308,23,134.6861,330.24231,-1.0491004,23,529,19mar2016,74511424,138.20753
592,27,BLink,2016-04-22,China,Zhou Yang,1992-07-31,Wings Gaming,ESL One Manila 2016,2016-04-24,8666,122.61128,311.55435,23,134.6861,330.24231,-.13875194,23,529,22apr2016,75099552,138.20753
600,27,BLink,2016-05-18,China,Zhou Yang,1992-07-31,Wings Gaming,Dota2 Professional League Season 1,2016-07-17,8692,116.81439,428.36874,23,134.6861,330.24231,.72855657,23,529,18may2016,75550864,138.20753
591,27,BLink,2016-06-03,China,Zhou Yang,1992-07-31,Wings Gaming,The Manila Major 2016,2016-06-12,8708,-27.221436,401.14731,23,134.6861,330.24231,.5264464,23,529,03jun2016,75829264,138.20753
601,27,BLink,2016-06-30,China,Zhou Yang,1992-07-31,Wings Gaming,G-League 2016,2016-07-09,8735,56.773399,457.92072,23,134.6861,330.24231,.94797021,23,529,30jun2016,76300224,138.20753
590,27,BLink,2016-07-06,China,Zhou Yang,1992-07-31,Wings Gaming,Nanyang Dota 2 Championships Season 2,2016-07-10,8741,-13.534521,444.3862,23,134.6861,330.24231,.84748083,23,529,06jul2016,76405080,138.20753
589,27,BLink,2016-07-13,China,Zhou Yang,1992-07-31,Wings Gaming,The Summit 5,2016-07-17,8748,36.572392,480.95859,23,134.6861,330.24231,1.1190188,23,529,13jul2016,76527504,138.20753
588,27,BLink,2016-08-02,China,Zhou Yang,1992-07-31,Wings Gaming,The International 2016,2016-08-13,8768,6.2996039,487.25821,24,134.6861,330.24231,1.1657913,24,576,02aug2016,76877824,138.20753
596,27,BLink,2016-09-23,China,Zhou Yang,1992-07-31,Wings Gaming,Dota2 Professional League Season 2 - Top,2016-12-31,8820,-80.811966,406.44623,24,134.6861,330.24231,.56578904,24,576,23sep2016,77792400,138.20753
599,27,BLink,2016-10-14,China,Zhou Yang,1992-07-31,Wings Gaming,Nanyang Dota 2 Championships  - Cruise Cup #1,2016-10-16,8841,-2.9053533,403.54089,24,134.6861,330.24231,.54421777,24,576,14oct2016,78163280,138.20753
597,27,BLink,2016-10-16,China,Zhou Yang,1992-07-31,Wings Gaming,Dota2 ACE - Provisional,2016-12-26,8843,-42.35984,361.18103,24,134.6861,330.24231,.22970983,24,576,16oct2016,78198648,138.20753
587,27,BLink,2016-11-10,China,Zhou Yang,1992-07-31,Wings Gaming,Northern Arena BEAT Invitational,2016-11-13,8868,33.399345,394.58038,24,134.6861,330.24231,.47768903,24,576,10nov2016,78641424,138.20753
586,27,BLink,2016-11-16,China,Zhou Yang,1992-07-31,Wings Gaming,The Summit 6,2016-11-20,8874,-20.402433,374.17795,24,134.6861,330.24231,.32620764,24,576,16nov2016,78747872,138.20753
585,27,BLink,2016-12-03,China,Zhou Yang,1992-07-31,Wings Gaming,The Boston Major 2016,2016-12-10,8891,-10.595108,363.58286,24,134.6861,330.24231,.24754244,24,576,03dec2016,79049880,138.20753
598,27,BLink,2016-12-17,China,Zhou Yang,1992-07-31,Wings Gaming,China Top 2016,2016-12-18,8905,-1.0969718,362.48587,24,134.6861,330.24231,.23939779,24,576,17dec2016,79299024,138.20753
584,27,BLink,2017-01-06,China,Zhou Yang,1992-07-31,Wings Gaming,ESL One Genting 2017,2017-01-08,8925,15.861606,378.34747,24,134.6861,330.24231,.35716501,24,576,06jan2017,79655624,138.20753
583,27,BLink,2017-02-23,China,Zhou Yang,1992-07-31,Wings Gaming,StarLadder i-League StarSeries Season 3,2017-02-26,8973,-21.067707,357.27975,24,134.6861,330.24231,.2007442,24,576,23feb2017,80514728,138.20753
595,27,BLink,2017-03-15,China,Zhou Yang,1992-07-31,Wings Gaming,Dota2 Professional League Season 3 (2017 S1) - Top,2017-04-16,8993,-94.467407,262.81238,24,134.6861,330.24231,-.50064528,24,576,15mar2017,80874048,138.20753
582,27,BLink,2017-03-27,China,Zhou Yang,1992-07-31,Wings Gaming,Dota 2 Asia Championships 2017,2017-04-04,9005,-14.335237,248.47713,24,134.6861,330.24231,-.60707968,24,576,27mar2017,81090024,138.20753
615,28,Blowyourbrain,2012-11-13,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,StarLadder StarSeries Season 4,2012-12-23,7346,35.662754,35.662754,20,306.69302,-575.81897,1.9937907,20,400,13nov2012,53963716,-650.71881
614,28,Blowyourbrain,2012-11-26,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,The Defense Season 3,2013-03-30,7359,-77.067963,-41.405212,20,306.69302,-575.81897,1.7425038,20,400,26nov2012,54154880,-650.71881
612,28,Blowyourbrain,2012-12-12,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,RaidCall Dota 2 League Season 2,2013-04-10,7375,-126.60965,-168.01486,20,306.69302,-575.81897,1.3296818,20,400,12dec2012,54390624,-650.71881
610,28,Blowyourbrain,2013-02-10,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,The Premier League Season 4,2013-04-28,7435,-221.78174,-389.7966,20,306.69302,-575.81897,.60654259,20,400,10feb2013,55279224,-650.71881
613,28,Blowyourbrain,2013-02-11,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,StarLadder StarSeries Season 5,2013-04-07,7436,-114.17075,-503.96735,20,306.69302,-575.81897,.23427869,20,400,11feb2013,55294096,-650.71881
618,28,Blowyourbrain,2013-03-14,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,DreamHack Dota 2 Invitational,2013-04-18,7467,-186.38623,-690.35358,20,306.69302,-575.81897,-.37345022,20,400,14mar2013,55756088,-650.71881
611,28,Blowyourbrain,2013-03-18,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,RaidCall EMS One Spring Season,2013-04-21,7471,-176.20203,-866.5556,20,306.69302,-575.81897,-.9479726,20,400,18mar2013,55815840,-650.71881
617,28,Blowyourbrain,2013-05-04,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,Curse Dota 2 Invitational,2013-05-19,7518,-79.18129,-945.73688,20,306.69302,-575.81897,-1.2061503,20,400,04may2013,56520324,-650.71881
609,28,Blowyourbrain,2013-05-19,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,StarLadder StarSeries Season 6,2013-07-07,7533,71.068199,-874.6687,20,306.69302,-575.81897,-.97442603,20,400,19may2013,56746088,-650.71881
608,28,Blowyourbrain,2013-05-21,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,The Defense Season 4,2013-07-24,7535,70.828369,-803.84033,20,306.69302,-575.81897,-.74348384,20,400,21may2013,56776224,-650.71881
616,28,Blowyourbrain,2013-06-28,Russia,Vladislav Morozyuk,1992-10-03,Team Empire,Corsair Gaming Summer Tournament 2013,2013-07-26,7573,5.109591,-798.73071,20,306.69302,-575.81897,-.72682357,20,400,28jun2013,57350328,-650.71881
605,28,Blowyourbrain,2013-10-17,Russia,Vladislav Morozyuk,1992-10-03,Virtus.pro,Dota 2 Champions League Season 1,2014-01-15,7684,117.78381,-680.9469,21,306.69302,-575.81897,-.34277898,21,441,17oct2013,59043856,-650.71881
606,28,Blowyourbrain,2013-11-04,Russia,Vladislav Morozyuk,1992-10-03,Virtus.Pro,ASUS ROG DreamLeague Kick-Off Season,2013-11-30,7702,26.424429,-654.52246,21,306.69302,-575.81897,-.25661975,21,441,04nov2013,59320804,-650.71881
607,28,Blowyourbrain,2013-11-16,Russia,Vladislav Morozyuk,1992-10-03,Virtus.Pro,Techlabs Cup 2013 Grand Finals,2013-11-17,7714,-13.07224,-667.59473,21,306.69302,-575.81897,-.29924297,21,441,16nov2013,59505796,-650.71881
604,28,Blowyourbrain,2013-11-25,Russia,Vladislav Morozyuk,1992-10-03,Virtus.pro,StarLadder StarSeries Season 8,2014-01-19,7723,80.781021,-586.81372,21,306.69302,-575.81897,-.035849232,21,441,25nov2013,59644728,-650.71881
638,29,BoBoKa,2016-03-19,China,Ye Zhibiao,1997-01-06,Invictus Gaming,World Cyber Arena 2016 Chinese Qualifiers S1,2016-05-19,7012,121.34602,121.34602,19,143.7032,377.91733,-1.7854252,19,361,19mar2016,49168144,331.28647
635,29,BoBoKa,2016-05-18,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota2 Professional League Season 1,2016-07-17,7072,-48.082054,73.263962,19,143.7032,377.91733,-2.120018,19,361,18may2016,50013184,331.28647
636,29,BoBoKa,2016-06-30,China,Ye Zhibiao,1997-01-06,Invictus Gaming,G-League 2016,2016-07-09,7115,61.838032,135.10199,19,143.7032,377.91733,-1.6897002,19,361,30jun2016,50623224,331.28647
637,29,BoBoKa,2016-07-02,China,Ye Zhibiao,1997-01-06,Invictus Gaming,National Electronic Arena 2016,2016-07-03,7117,41.379932,176.48192,19,143.7032,377.91733,-1.4017462,19,361,02jul2016,50651688,331.28647
634,29,BoBoKa,2016-09-20,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Shanghai Dota 2 Open #2,2016-10-08,7197,72.123749,248.60567,19,143.7032,377.91733,-.89985234,19,361,20sep2016,51796808,331.28647
630,29,BoBoKa,2016-09-23,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota2 Professional League Season 2 - Top,2016-12-31,7200,127.29825,375.90393,19,143.7032,377.91733,-.014010957,19,361,23sep2016,51840000,331.28647
632,29,BoBoKa,2016-10-05,China,Ye Zhibiao,1997-01-06,Invictus Gaming,World Cyber Arena 2016 Chinese Qualifiers S3,2016-11-12,7212,56.49543,432.39935,19,143.7032,377.91733,.37912872,19,361,05oct2016,52012944,331.28647
633,29,BoBoKa,2016-10-14,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Nanyang Dota 2 Championships  - Cruise Cup #1,2016-10-16,7221,-2.1028028,430.29654,19,143.7032,377.91733,.36449575,19,361,14oct2016,52142840,331.28647
631,29,BoBoKa,2016-10-16,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota2 ACE - Provisional,2016-12-26,7223,-32.444946,397.85159,19,143.7032,377.91733,.13871828,19,361,16oct2016,52171728,331.28647
626,29,BoBoKa,2017-01-20,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota Pit League Season 5,2017-01-22,7319,-11.186906,386.6647,20,143.7032,377.91733,.060870986,20,400,20jan2017,53567760,331.28647
629,29,BoBoKa,2017-03-15,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota2 Professional League Season 3 (2017 S1) - Top,2017-04-16,7373,105.58128,492.24597,20,143.7032,377.91733,.79558861,20,400,15mar2017,54361128,331.28647
625,29,BoBoKa,2017-03-27,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota 2 Asia Championships 2017,2017-04-04,7385,50.987518,543.23346,20,143.7032,377.91733,1.1503999,20,400,27mar2017,54538224,331.28647
624,29,BoBoKa,2017-04-24,China,Ye Zhibiao,1997-01-06,Invictus Gaming,The Kiev Major 2017,2017-04-30,7413,-104.21727,439.0162,20,143.7032,377.91733,.42517409,20,400,24apr2017,54952568,331.28647
623,29,BoBoKa,2017-05-18,China,Ye Zhibiao,1997-01-06,Invictus Gaming,StarLadder i-League Invitational #2,2017-05-21,7437,39.137737,478.15396,20,143.7032,377.91733,.69752526,20,400,18may2017,55308968,331.28647
622,29,BoBoKa,2017-05-25,China,Ye Zhibiao,1997-01-06,Invictus Gaming,The Manila Masters,2017-05-28,7444,-33.785812,444.36813,20,143.7032,377.91733,.46241701,20,400,25may2017,55413136,331.28647
621,29,BoBoKa,2017-06-04,China,Ye Zhibiao,1997-01-06,Invictus Gaming,EPICENTER 2017,2017-06-11,7454,-5.8340187,438.53412,20,143.7032,377.91733,.42181933,20,400,04jun2017,55562116,331.28647
620,29,BoBoKa,2017-07-05,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Mars Dota 2 League 2017,2017-07-09,7485,10.436206,448.97034,20,143.7032,377.91733,.49444267,20,400,05jul2017,56025224,331.28647
619,29,BoBoKa,2017-08-02,China,Ye Zhibiao,1997-01-06,Invictus Gaming,The International 2017,2017-08-12,7513,37.206455,486.17679,20,143.7032,377.91733,.75335449,20,400,02aug2017,56445168,331.28647
628,29,BoBoKa,2017-09-30,China,Ye Zhibiao,1997-01-06,Invictus Gaming,Dota2 Professional League Season 4 (2017 S2)- Top,2017-11-12,7572,19.260635,505.43741,20,143.7032,377.91733,.88738513,20,400,30sep2017,57335184,331.28647
627,29,BoBoKa,2017-11-19,China,Ye Zhibiao,1997-01-06,Invictus Gaming,China Top 2017,2017-11-23,7622,-1.1428058,504.29462,20,143.7032,377.91733,.87943256,20,400,19nov2017,58094884,331.28647
660,30,BOne7,2013-03-18,Romania,Pittner Armand,1991-02-20,Kaipi,RaidCall EMS One Spring Season,2013-04-21,8062,111.53706,111.53706,22,107.56525,432.94931,-2.9880679,22,484,18mar2013,64995844,254.394
658,30,BOne7,2013-05-19,Romania,Pittner Armand,1991-02-20,Kaipi,StarLadder StarSeries Season 6,2013-07-07,8124,139.29227,250.82932,22,107.56525,432.94931,-1.6931119,22,484,19may2013,65999376,254.394
657,30,BOne7,2013-05-21,Romania,Pittner Armand,1991-02-20,Kaipi,The Defense Season 4,2013-07-24,8126,129.39651,380.22583,22,107.56525,432.94931,-.49015352,22,484,21may2013,66031876,254.394
659,30,BOne7,2013-06-15,Romania,Pittner Armand,1991-02-20,Mousesports,DreamHack Summer 2013,2013-06-17,8151,-10.858977,369.36685,22,107.56525,432.94931,-.591106,22,484,15jun2013,66438800,254.394
664,30,BOne7,2013-06-28,Romania,Pittner Armand,1991-02-20,Kaipi,Corsair Gaming Summer Tournament 2013,2013-07-26,8164,-24.516659,344.85019,22,107.56525,432.94931,-.81902957,22,484,28jun2013,66650896,254.394
655,30,BOne7,2014-03-03,Romania,Pittner Armand,1991-02-20,Cloud9,ASUS ROG DreamLeague Season 1,2014-06-16,8412,92.442719,437.29291,23,107.56525,432.94931,.040381055,23,529,03mar2014,70761744,254.394
656,30,BOne7,2014-03-29,Romania,Pittner Armand,1991-02-20,Cloud9,WPC 2014,2014-06-02,8438,13.158322,450.45123,23,107.56525,432.94931,.1627098,23,529,29mar2014,71199840,254.394
654,30,BOne7,2014-04-01,Romania,Pittner Armand,1991-02-20,Cloud9,HyperX D2L Western Challenge,2014-06-24,8441,-66.45929,383.99194,23,107.56525,432.94931,-.45514116,23,529,01apr2014,71250480,254.394
663,30,BOne7,2014-04-26,Romania,Pittner Armand,1991-02-20,Cloud9,DreamHack Bucharest Invitational,2014-04-27,8466,-40.117119,343.87482,23,107.56525,432.94931,-.82809728,23,529,26apr2014,71673152,254.394
653,30,BOne7,2014-06-28,Romania,Pittner Armand,1991-02-20,Cloud9,ESL One Frankfurt 2014,2014-06-29,8529,-.57447684,343.30035,23,107.56525,432.94931,-.83343804,23,529,28jun2014,72743840,254.394
652,30,BOne7,2014-07-08,Romania,Pittner Armand,1991-02-20,Cloud9,The International 2014,2014-07-21,8539,44.439102,387.73944,23,107.56525,432.94931,-.42030177,23,529,08jul2014,72914520,254.394
651,30,BOne7,2014-09-05,Romania,Pittner Armand,1991-02-20,Cloud9,World E-sport Championships 2014,2014-09-07,8598,9.5685272,397.30798,23,107.56525,432.94931,-.33134621,23,529,05sep2014,73925600,254.394
662,30,BOne7,2014-09-18,Romania,Pittner Armand,1991-02-20,Cloud9,NVIDIA Game 24,2014-09-19,8611,-.76686335,396.54111,23,107.56525,432.94931,-.3384755,23,529,18sep2014,74149320,254.394
647,30,BOne7,2014-09-25,Romania,Pittner Armand,1991-02-20,Cloud9,Dota Pit League Season 2,2014-12-23,8618,3.9159558,400.45706,23,107.56525,432.94931,-.30207011,23,529,25sep2014,74269920,254.394
650,30,BOne7,2014-10-02,Romania,Pittner Armand,1991-02-20,Cloud9,World Cyber Arena 2014,2014-10-05,8625,53.509468,453.96655,23,107.56525,432.94931,.19539046,23,529,02oct2014,74390624,254.394
649,30,BOne7,2014-10-09,Romania,Pittner Armand,1991-02-20,Cloud9,ESL One New York 2014,2014-10-10,8632,-5.6405616,448.32599,23,107.56525,432.94931,.14295195,23,529,09oct2014,74511424,254.394
648,30,BOne7,2014-12-03,Romania,Pittner Armand,1991-02-20,Cloud 9,The Summit 2,2014-12-07,8687,61.24398,509.56995,23,107.56525,432.94931,.71231782,23,529,03dec2014,75463968,254.394
